node_id,original_index,entity_name,entity_id,entity_source,entity_type
2941,14158,Indomethacin,DB00328,DrugBank,drug
2942,14159,Ipratropium,DB00332,DrugBank,drug
2943,14160,Methadone,DB00333,DrugBank,drug
2944,14161,Olanzapine,DB00334,DrugBank,drug
2945,14162,Atenolol,DB00335,DrugBank,drug
2946,14163,Diltiazem,DB00343,DrugBank,drug
2947,14164,Alprazolam,DB00404,DrugBank,drug
2948,14165,Rosiglitazone,DB00412,DrugBank,drug
2949,14166,Acetohexamide,DB00414,DrugBank,drug
2950,14167,Ampicillin,DB00415,DrugBank,drug
2951,14168,Spironolactone,DB00421,DrugBank,drug
2952,14169,Cefpiramide,DB00430,DrugBank,drug
2953,14170,Trifluridine,DB00432,DrugBank,drug
2954,14171,Meperidine,DB00454,DrugBank,drug
2955,14172,Cefalotin,DB00456,DrugBank,drug
2956,14173,Imipramine,DB00458,DrugBank,drug
2957,14174,Acitretin,DB00459,DrugBank,drug
2958,14175,Nabumetone,DB00461,DrugBank,drug
2959,14176,Fluoxetine,DB00472,DrugBank,drug
2960,14177,Duloxetine,DB00476,DrugBank,drug
2961,14178,Chlorpromazine,DB00477,DrugBank,drug
2962,14179,Raloxifene,DB00481,DrugBank,drug
2963,14180,Buspirone,DB00490,DrugBank,drug
2964,14181,Zidovudine,DB00495,DrugBank,drug
2965,14182,Oxycodone,DB00497,DrugBank,drug
2966,14183,Tolmetin,DB00500,DrugBank,drug
2967,14184,Ritonavir,DB00503,DrugBank,drug
2968,14185,Vancomycin,DB00512,DrugBank,drug
2969,14186,Cisplatin,DB00515,DrugBank,drug
2970,14187,Erlotinib,DB00530,DrugBank,drug
2971,14188,Ciprofloxacin,DB00537,DrugBank,drug
2972,14189,Nortriptyline,DB00540,DrugBank,drug
2973,14190,Fluorouracil,DB00544,DrugBank,drug
2974,14191,Piroxicam,DB00554,DrugBank,drug
2975,14192,Lamotrigine,DB00555,DrugBank,drug
2976,14193,Hydroxyzine,DB00557,DrugBank,drug
2977,14194,Methotrexate,DB00563,DrugBank,drug
2978,14195,Cephalexin,DB00567,DrugBank,drug
2979,14196,Propranolol,DB00571,DrugBank,drug
2980,14197,Fenoprofen,DB00573,DrugBank,drug
2981,14198,Clonidine,DB00575,DrugBank,drug
2982,14199,Sulfamethizole,DB00576,DrugBank,drug
2983,14200,Enalapril,DB00584,DrugBank,drug
2984,14201,Oxytetracycline,DB00595,DrugBank,drug
2985,14202,Labetalol,DB00598,DrugBank,drug
2986,14203,Medroxyprogesterone acetate,DB00603,DrugBank,drug
2987,14204,Sulindac,DB00605,DrugBank,drug
2988,14205,Nafcillin,DB00607,DrugBank,drug
2989,14206,Chloroquine,DB00608,DrugBank,drug
2990,14207,Imatinib,DB00619,DrugBank,drug
2991,14208,Testosterone,DB00624,DrugBank,drug
2992,14209,Efavirenz,DB00625,DrugBank,drug
2993,14210,Stavudine,DB00649,DrugBank,drug
2994,14211,Estrone,DB00655,DrugBank,drug
2995,14212,Verapamil,DB00661,DrugBank,drug
2996,14213,Tamoxifen,DB00675,DrugBank,drug
2997,14214,Isoflurophate,DB00677,DrugBank,drug
2998,14215,Losartan,DB00678,DrugBank,drug
2999,14216,Warfarin,DB00682,DrugBank,drug
3000,14217,Furosemide,DB00695,DrugBank,drug
3001,14218,Lamivudine,DB00709,DrugBank,drug
3002,14219,Flurbiprofen,DB00712,DrugBank,drug
3003,14220,Apomorphine,DB00714,DrugBank,drug
3004,14221,Norethisterone,DB00717,DrugBank,drug
3005,14222,Nateglinide,DB00731,DrugBank,drug
3006,14223,Risperidone,DB00734,DrugBank,drug
3007,14224,Meclizine,DB00737,DrugBank,drug
3008,14225,Gadobenic acid,DB00743,DrugBank,drug
3009,14226,Zileuton,DB00744,DrugBank,drug
3010,14227,Etodolac,DB00749,DrugBank,drug
3011,14228,Isoflurane,DB00753,DrugBank,drug
3012,14229,Tretinoin,DB00755,DrugBank,drug
3013,14230,Tetracycline,DB00759,DrugBank,drug
3014,14231,Irinotecan,DB00762,DrugBank,drug
3016,14233,Hydroflumethiazide,DB00774,DrugBank,drug
3017,14234,Oxcarbazepine,DB00776,DrugBank,drug
3018,14235,Estradiol,DB00783,DrugBank,drug
3019,14236,Mefenamic acid,DB00784,DrugBank,drug
3020,14237,Acyclovir,DB00787,DrugBank,drug
3021,14238,Naproxen,DB00788,DrugBank,drug
3022,14239,Alfentanil,DB00802,DrugBank,drug
3023,14240,Indapamide,DB00808,DrugBank,drug
3024,14241,Fentanyl,DB00813,DrugBank,drug
3025,14242,Meloxicam,DB00814,DrugBank,drug
3027,14244,Propofol,DB00818,DrugBank,drug
3028,14245,Diazepam,DB00829,DrugBank,drug
3029,14246,Oxazepam,DB00842,DrugBank,drug
3030,14247,Clofazimine,DB00845,DrugBank,drug
3031,14248,Cysteamine,DB00847,DrugBank,drug
3032,14249,Pseudoephedrine,DB00852,DrugBank,drug
3033,14250,Terbinafine,DB00857,DrugBank,drug
3034,14251,Tacrolimus,DB00864,DrugBank,drug
3035,14252,Suprofen,DB00870,DrugBank,drug
3037,14254,Emtricitabine,DB00879,DrugBank,drug
3038,14255,Quinapril,DB00881,DrugBank,drug
3039,14256,Didanosine,DB00900,DrugBank,drug
3040,14257,Etacrynic acid,DB00903,DrugBank,drug
3041,14258,Quinidine,DB00908,DrugBank,drug
3042,14259,Repaglinide,DB00912,DrugBank,drug
3043,14260,Cyclobenzaprine,DB00924,DrugBank,drug
3044,14261,Metacycline,DB00931,DrugBank,drug
3045,14262,Salicylic acid,DB00936,DrugBank,drug
3046,14263,Salmeterol,DB00938,DrugBank,drug
3047,14264,Zalcitabine,DB00943,DrugBank,drug
3048,14265,Phenprocoumon,DB00946,DrugBank,drug
3049,14266,Fexofenadine,DB00950,DrugBank,drug
3050,14267,Isoniazid,DB00951,DrugBank,drug
3051,14268,Norgestimate,DB00957,DrugBank,drug
3052,14269,Methylprednisolone,DB00959,DrugBank,drug
3053,14270,Ethinylestradiol,DB00977,DrugBank,drug
3054,14271,Isotretinoin,DB00982,DrugBank,drug
3055,14272,Formoterol,DB00983,DrugBank,drug
3056,14273,Azathioprine,DB00993,DrugBank,drug
3057,14274,Auranofin,DB00995,DrugBank,drug
3058,14275,Doxorubicin,DB00997,DrugBank,drug
3059,14276,Hydrochlorothiazide,DB00999,DrugBank,drug
3060,14277,Letrozole,DB01006,DrugBank,drug
3061,14278,Ketoprofen,DB01009,DrugBank,drug
3062,14279,Sulfamethoxazole,DB01015,DrugBank,drug
3063,14280,Glyburide,DB01016,DrugBank,drug
3064,14281,Ketoconazole,DB01026,DrugBank,drug
3065,14282,Irbesartan,DB01029,DrugBank,drug
3066,14283,Probenecid,DB01032,DrugBank,drug
3067,14284,Fenofibrate,DB01039,DrugBank,drug
3068,14285,Gatifloxacin,DB01044,DrugBank,drug
3069,14286,Rifampicin,DB01045,DrugBank,drug
3070,14287,Ibuprofen,DB01050,DrugBank,drug
3071,14288,Benzylpenicillin,DB01053,DrugBank,drug
3072,14289,Tocainide,DB01056,DrugBank,drug
3073,14290,Echothiophate,DB01057,DrugBank,drug
3074,14291,Amoxicillin,DB01060,DrugBank,drug
3075,14292,Oxybutynin,DB01062,DrugBank,drug
3076,14293,Glipizide,DB01067,DrugBank,drug
3077,14294,Clonazepam,DB01068,DrugBank,drug
3078,14295,Promethazine,DB01069,DrugBank,drug
3079,14296,Atazanavir,DB01072,DrugBank,drug
3080,14297,Atorvastatin,DB01076,DrugBank,drug
3081,14298,Rosuvastatin,DB01098,DrugBank,drug
3082,14299,Sertraline,DB01104,DrugBank,drug
3083,14300,Miconazole,DB01110,DrugBank,drug
3084,14301,Nifedipine,DB01115,DrugBank,drug
3085,14302,Amiodarone,DB01118,DrugBank,drug
3086,14303,Gliclazide,DB01120,DrugBank,drug
3087,14304,Tolbutamide,DB01124,DrugBank,drug
3088,14305,Dutasteride,DB01126,DrugBank,drug
3089,14306,Pioglitazone,DB01132,DrugBank,drug
3090,14307,Tiludronic acid,DB01133,DrugBank,drug
3091,14308,Carvedilol,DB01136,DrugBank,drug
3092,14309,Levofloxacin,DB01137,DrugBank,drug
3093,14310,Doxepin,DB01142,DrugBank,drug
3094,14311,Cloxacillin,DB01147,DrugBank,drug
3095,14312,Halothane,DB01159,DrugBank,drug
3096,14313,Arsenic trioxide,DB01169,DrugBank,drug
3097,14314,Naloxone,DB01183,DrugBank,drug
3098,14315,Desflurane,DB01189,DrugBank,drug
3099,14316,Flecainide,DB01195,DrugBank,drug
3100,14317,Captopril,DB01197,DrugBank,drug
3101,14318,Ceftriaxone,DB01212,DrugBank,drug
3102,14319,Saquinavir,DB01232,DrugBank,drug
3103,14320,Dexamethasone,DB01234,DrugBank,drug
3104,14321,Levodopa,DB01235,DrugBank,drug
3105,14322,Sevoflurane,DB01236,DrugBank,drug
3106,14323,Aripiprazole,DB01238,DrugBank,drug
3107,14324,Gemfibrozil,DB01241,DrugBank,drug
3108,14325,Clomipramine,DB01242,DrugBank,drug
3109,14326,Darunavir,DB01264,DrugBank,drug
3110,14327,Hydralazine,DB01275,DrugBank,drug
3111,14328,Exenatide,DB01276,DrugBank,drug
3112,14329,Insulin detemir,DB01307,DrugBank,drug
3113,14330,Fosphenytoin,DB01320,DrugBank,drug
3114,14331,Polythiazide,DB01324,DrugBank,drug
3115,14332,Cefazolin,DB01327,DrugBank,drug
3116,14333,Cefonicid,DB01328,DrugBank,drug
3117,14334,Cefoperazone,DB01329,DrugBank,drug
3118,14335,Cefotetan,DB01330,DrugBank,drug
3119,14336,Ephedrine,DB01364,DrugBank,drug
3120,14337,Aluminium,DB01370,DrugBank,drug
3121,14338,Colchicine,DB01394,DrugBank,drug
3122,14339,Digitoxin,DB01396,DrugBank,drug
3123,14340,Magnesium salicylate,DB01397,DrugBank,drug
3124,14341,Acenocoumarol,DB01418,DrugBank,drug
3125,14342,Testosterone propionate,DB01420,DrugBank,drug
3126,14343,Sulfamerazine,DB01581,DrugBank,drug
3127,14344,Sulfamethazine,DB01582,DrugBank,drug
3128,14345,Ketazolam,DB01587,DrugBank,drug
3129,14346,Lopinavir,DB01601,DrugBank,drug
3130,14347,Hydroxychloroquine,DB01611,DrugBank,drug
3131,14348,Acepromazine,DB01614,DrugBank,drug
3132,14349,Pipotiazine,DB01621,DrugBank,drug
3133,14350,Thioproperazine,DB01622,DrugBank,drug
3134,14351,Thiothixene,DB01623,DrugBank,drug
3135,14352,Topiroxostat,DB01685,DrugBank,drug
3139,14356,Oxyphenbutazone,DB03585,DrugBank,drug
3140,14357,Capric acid,DB03600,DrugBank,drug
3142,14359,Quercetin,DB04216,DrugBank,drug
3145,14362,Arachidonic Acid,DB04557,DrugBank,drug
3146,14363,Estrone sulfate,DB04574,DrugBank,drug
3147,14364,Camptothecin,DB04690,DrugBank,drug
3148,14365,Iodipamide,DB04711,DrugBank,drug
3149,14366,Dantron,DB04816,DrugBank,drug
3150,14367,Zomepirac,DB04828,DrugBank,drug
3151,14368,Dronedarone,DB04855,DrugBank,drug
3152,14369,Nebivolol,DB04861,DrugBank,drug
3153,14370,Oritavancin,DB04911,DrugBank,drug
3154,14371,Pirfenidone,DB04951,DrugBank,drug
3156,14373,Vandetanib,DB05294,DrugBank,drug
3158,14375,Telaprevir,DB05521,DrugBank,drug
3159,14376,Abiraterone,DB05812,DrugBank,drug
3160,14377,Cenobamate,DB06119,DrugBank,drug
3161,14378,Rufinamide,DB06201,DrugBank,drug
3162,14379,Prasugrel,DB06209,DrugBank,drug
3163,14380,Asenapine,DB06216,DrugBank,drug
3164,14381,Levocetirizine,DB06282,DrugBank,drug
3165,14382,Simeprevir,DB06290,DrugBank,drug
3166,14383,Oxymetholone,DB06412,DrugBank,drug
3167,14384,Prucalopride,DB06480,DrugBank,drug
3168,14385,Liraglutide,DB06655,DrugBank,drug
3169,14386,Gadofosveset trisodium,DB06705,DrugBank,drug
3170,14387,Methyltestosterone,DB06710,DrugBank,drug
3171,14388,Fospropofol,DB06716,DrugBank,drug
3172,14389,Mangafodipir,DB06796,DrugBank,drug
3173,14390,Azapropazone,DB07402,DrugBank,drug
3175,14392,Chloramphenicol succinate,DB07565,DrugBank,drug
3178,14395,(R)-warfarin,DB08496,DrugBank,drug
3179,14396,"R,S-Warfarin alcohol",DB08735,DrugBank,drug
3180,14397,"S,R-Warfarin alcohol",DB08736,DrugBank,drug
3181,14398,Triflusal,DB08814,DrugBank,drug
3182,14399,Ticagrelor,DB08816,DrugBank,drug
3183,14400,Ivacaftor,DB08820,DrugBank,drug
3184,14401,Vismodegib,DB08828,DrugBank,drug
3185,14402,Pitavastatin,DB08860,DrugBank,drug
3186,14403,Rilpivirine,DB08864,DrugBank,drug
3187,14404,Ulipristal,DB08867,DrugBank,drug
3188,14405,Vemurafenib,DB08881,DrugBank,drug
3189,14406,Mirabegron,DB08893,DrugBank,drug
3190,14407,Tofacitinib,DB08895,DrugBank,drug
3191,14408,Enzalutamide,DB08899,DrugBank,drug
3192,14409,Riociguat,DB08931,DrugBank,drug
3193,14410,Macitentan,DB08932,DrugBank,drug
3194,14411,Ibrutinib,DB09053,DrugBank,drug
3195,14412,Palbociclib,DB09073,DrugBank,drug
3196,14413,Nintedanib,DB09079,DrugBank,drug
3197,14414,Potassium alum,DB09087,DrugBank,drug
3198,14415,Chlortetracycline,DB09093,DrugBank,drug
3199,14416,Technetium Tc-99m oxidronate,DB09139,DrugBank,drug
3200,14417,Lorpiprazole,DB09195,DrugBank,drug
3201,14418,Arotinolol,DB09204,DrugBank,drug
3202,14419,Dexibuprofen,DB09213,DrugBank,drug
3203,14420,Blonanserin,DB09223,DrugBank,drug
3204,14421,Aranidipine,DB09229,DrugBank,drug
3205,14422,Lacidipine,DB09236,DrugBank,drug
3206,14423,Levamlodipine,DB09237,DrugBank,drug
3207,14424,Methylene blue,DB09241,DrugBank,drug
3208,14425,Imidafenacin,DB09262,DrugBank,drug
3209,14426,Artesunate,DB09274,DrugBank,drug
3210,14427,Lumacaftor,DB09280,DrugBank,drug
3211,14428,Tenofovir alafenamide,DB09299,DrugBank,drug
3215,14432,Meprednisone,DB09383,DrugBank,drug
3216,14433,Potassium perchlorate,DB09418,DrugBank,drug
3218,14435,Insulin degludec,DB09564,DrugBank,drug
3219,14436,Calcium citrate,DB11093,DrugBank,drug
3220,14437,Opium,DB11130,DrugBank,drug
3222,14439,Butamben,DB11148,DrugBank,drug
3224,14441,Calcium Phosphate,DB11348,DrugBank,drug
3225,14442,Dichlorvos,DB11397,DrugBank,drug
3226,14443,Grazoprevir,DB11575,DrugBank,drug
3227,14444,Thimerosal,DB11590,DrugBank,drug
3228,14445,Delamanid,DB11637,DrugBank,drug
3229,14446,Vinflunine,DB11641,DrugBank,drug
3230,14447,Pitolisant,DB11642,DrugBank,drug
3231,14448,Triheptanoin,DB11677,DrugBank,drug
3232,14449,Selumetinib,DB11689,DrugBank,drug
3233,14450,Acalabrutinib,DB11703,DrugBank,drug
3234,14451,Rifamycin,DB11753,DrugBank,drug
3235,14452,Istradefylline,DB11757,DrugBank,drug
3236,14453,Fostemsavir,DB11796,DrugBank,drug
3238,14455,Ertugliflozin,DB11827,DrugBank,drug
3239,14456,Neratinib,DB11828,DrugBank,drug
3240,14457,Relugolix,DB11853,DrugBank,drug
3241,14458,Revefenacin,DB11855,DrugBank,drug
3242,14459,Delafloxacin,DB11943,DrugBank,drug
3243,14460,Dacomitinib,DB11963,DrugBank,drug
3244,14461,Glasdegib,DB11978,DrugBank,drug
3245,14462,Abemaciclib,DB12001,DrugBank,drug
3246,14463,Gilteritinib,DB12141,DrugBank,drug
3247,14464,Remimazolam,DB12404,DrugBank,drug
3248,14465,Omadacycline,DB12455,DrugBank,drug
3249,14466,Favipiravir,DB12466,DrugBank,drug
3250,14467,Copanlisib,DB12483,DrugBank,drug
3251,14468,Lurbinectedin,DB12674,DrugBank,drug
3252,14469,Grapiprant,DB12836,DrugBank,drug
3253,14470,Darolutamide,DB12941,DrugBank,drug
3254,14471,Pexidartinib,DB12978,DrugBank,drug
3255,14472,Hypericin,DB13014,DrugBank,drug
3257,14474,Bismuth subgallate,DB13909,DrugBank,drug
3258,14475,Semaglutide,DB13928,DrugBank,drug
3259,14476,Testosterone cypionate,DB13943,DrugBank,drug
3260,14477,Testosterone enanthate,DB13944,DrugBank,drug
3261,14478,Testosterone undecanoate,DB13946,DrugBank,drug
3262,14479,Estradiol acetate,DB13952,DrugBank,drug
3263,14480,Estradiol benzoate,DB13953,DrugBank,drug
3264,14481,Estradiol cypionate,DB13954,DrugBank,drug
3265,14482,Estradiol dienanthate,DB13955,DrugBank,drug
3266,14483,Estradiol valerate,DB13956,DrugBank,drug
3267,14484,Tenofovir,DB14126,DrugBank,drug
3268,14485,Aripiprazole lauroxil,DB14185,DrugBank,drug
3269,14486,Calcium phosphate dihydrate,DB14481,DrugBank,drug
3270,14487,Magnesium,DB14513,DrugBank,drug
3271,14488,Aluminium phosphate,DB14517,DrugBank,drug
3273,14490,Zinc chloride,DB14533,DrugBank,drug
3274,14491,"Zinc sulfate, unspecified form",DB14548,DrugBank,drug
3277,14494,Ripretinib,DB14840,DrugBank,drug
3279,14496,Human interferon beta,DB14999,DrugBank,drug
3280,14497,Somapacitan,DB15093,DrugBank,drug
3281,14498,Risdiplam,DB15305,DrugBank,drug
3282,14499,Elexacaftor,DB15444,DrugBank,drug
3284,14501,Fluoroestradiol F-18,DB15690,DrugBank,drug
3285,14502,Asparaginase Escherichia coli,DB00023,DrugBank,drug
3286,14503,Pegaspargase,DB00059,DrugBank,drug
3287,14504,Floxuridine,DB00322,DrugBank,drug
3288,14505,Mephenytoin,DB00532,DrugBank,drug
3289,14506,Niacin,DB00627,DrugBank,drug
3290,14507,Clofibrate,DB00636,DrugBank,drug
3291,14508,Ethotoin,DB00754,DrugBank,drug
3292,14509,Meclofenamic acid,DB00939,DrugBank,drug
3293,14510,Heparin,DB01109,DrugBank,drug
3294,14511,Dantrolene,DB01219,DrugBank,drug
3295,14512,Diamorphine,DB01452,DrugBank,drug
3296,14513,5-fluorouridine,DB01629,DrugBank,drug
3297,14514,Asparaginase Erwinia chrysanthemi,DB08886,DrugBank,drug
3298,14515,Etofenamate,DB08984,DrugBank,drug
3299,14516,Tegafur,DB09256,DrugBank,drug
3300,14517,"Synthetic Conjugated Estrogens, A",DB09317,DrugBank,drug
3301,14518,"Synthetic Conjugated Estrogens, B",DB09318,DrugBank,drug
3302,14519,Esterified estrogens,DB09381,DrugBank,drug
3303,14520,Allantoin,DB11100,DrugBank,drug
3304,14521,Liothyronine I-131,DB12425,DrugBank,drug
3305,14522,Neocitrullamon,DB13396,DrugBank,drug
3307,14524,alpha-Tocopherol succinate,DB14001,DrugBank,drug
3308,14525,D-alpha-Tocopherol acetate,DB14002,DrugBank,drug
3310,14527,Fluoxymesterone,DB01185,DrugBank,drug
3311,14528,Danazol,DB01406,DrugBank,drug
3312,14529,2-Methoxyestradiol,DB02342,DrugBank,drug
3313,14530,Stanolone,DB02901,DrugBank,drug
3316,14533,Stanolone acetate,DB13951,DrugBank,drug
3318,14535,Ro 12-7310,DB08455,DrugBank,drug
3320,14537,Ranolazine,DB00243,DrugBank,drug
3321,14538,Disopyramide,DB00280,DrugBank,drug
3322,14539,Prazosin,DB00457,DrugBank,drug
3323,14540,Amoxapine,DB00543,DrugBank,drug
3324,14541,Tamsulosin,DB00706,DrugBank,drug
3325,14542,Maprotiline,DB00934,DrugBank,drug
3326,14543,Desipramine,DB01151,DrugBank,drug
3327,14544,Bupropion,DB01156,DrugBank,drug
3328,14545,Clindamycin,DB01190,DrugBank,drug
3329,14546,Metoclopramide,DB01233,DrugBank,drug
3330,14547,Penbutolol,DB01359,DrugBank,drug
3331,14548,Ajmaline,DB01426,DrugBank,drug
3332,14549,Aprindine,DB01429,DrugBank,drug
3333,14550,Nomifensine,DB04821,DrugBank,drug
3334,14551,Canagliflozin,DB08907,DrugBank,drug
3335,14552,Omega-3-carboxylic acids,DB09568,DrugBank,drug
3336,14553,Pentetic acid,DB14007,DrugBank,drug
3337,14554,Mecasermin,DB01277,DrugBank,drug
3339,14556,"Antihemophilic Factor (Recombinant), PEGylated",DB09329,DrugBank,drug
3340,14557,Turoctocog alfa pegol,DB14738,DrugBank,drug
3341,14558,Etomidate,DB00292,DrugBank,drug
3342,14559,Calcitriol,DB00136,DrugBank,drug
3343,14560,Ergocalciferol,DB00153,DrugBank,drug
3344,14561,Cholecalciferol,DB00169,DrugBank,drug
3345,14562,Alfacalcidol,DB01436,DrugBank,drug
3355,14572,alpha-Linolenic acid,DB00132,DrugBank,drug
3357,14574,Sulfinpyrazone,DB01138,DrugBank,drug
3358,14575,Dexchlorpheniramine maleate,DB09555,DrugBank,drug
3361,14578,Cholic Acid,DB02659,DrugBank,drug
3363,14580,Remoxipride,DB00409,DrugBank,drug
3364,14581,Cocaine,DB00907,DrugBank,drug
3365,14582,Nadolol,DB01203,DrugBank,drug
3366,14583,Solifenacin,DB01591,DrugBank,drug
3367,14584,L-Glutamine,DB00130,DrugBank,drug
3370,14587,Ethanol,DB00898,DrugBank,drug
3371,14588,Isosorbide mononitrate,DB01020,DrugBank,drug
3372,14589,Polyethylene glycol 400,DB11077,DrugBank,drug
3373,14590,Ozanimod,DB12612,DrugBank,drug
3374,14591,Glycine,DB00145,DrugBank,drug
3375,14592,Magnesium gluconate,DB13749,DrugBank,drug
3376,14593,Anti-inhibitor coagulant complex,DB13151,DrugBank,drug
3377,14594,Albutrepenonacog alfa,DB13884,DrugBank,drug
3378,14595,Desmopressin,DB00035,DrugBank,drug
3379,14596,Eletriptan,DB00216,DrugBank,drug
3380,14597,Dapsone,DB00250,DrugBank,drug
3381,14598,Dronabinol,DB00470,DrugBank,drug
3382,14599,Montelukast,DB00471,DrugBank,drug
3383,14600,Rofecoxib,DB00533,DrugBank,drug
3384,14601,Zafirlukast,DB00549,DrugBank,drug
3385,14602,Voriconazole,DB00582,DrugBank,drug
