DDInter_ID_A,Drug_A,DrugBank_ID_A,DDInter_ID_B,Drug_B,DrugBank_ID_B,severity,query_direction,query_drug,query_drugbank_id,query_node,target_drug,target_drugbank_id,target_node,raw_target_score,rank,number_filtered,available_candidates_after_filtering,target_tie_count,tied_competitor_count,unique_available_scores
DDInter1497,Potassium chloride,DB00761,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Potassium chloride,DB00761,4868,-1.566486120223999,2257,1076,3202,1,0,3202
DDInter1553,Quetiapine,DB01224,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Quetiapine,DB01224,3782,1.951439619064331,255,1076,3202,1,0,3202
DDInter1568,Ranitidine,DB00863,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Ranitidine,DB00863,3485,1.4887723922729492,341,1076,3202,1,0,3202
DDInter1662,Sertraline,DB01104,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Sertraline,DB01104,3082,1.915399432182312,260,1076,3202,1,0,3202
DDInter1675,Simvastatin,DB00641,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Simvastatin,DB00641,3744,3.1321959495544434,115,1076,3202,1,0,3202
DDInter1707,Spironolactone,DB00421,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Spironolactone,DB00421,2951,0.9722834825515747,503,1076,3202,1,0,3202
DDInter1913,Valproic acid,DB00313,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Valproic acid,DB00313,2936,2.9944539070129395,125,1076,3202,1,0,3202
DDInter1928,Verapamil,DB00661,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Verapamil,DB00661,2995,4.792355537414551,14,1076,3202,1,0,3202
DDInter1949,Voxelotor,DB14975,DDInter749,Flunisolide,DB00180,Moderate,B_to_A,Flunisolide,DB00180,2797,Voxelotor,DB14975,4530,2.4826736450195312,189,1076,3202,1,0,3202
DDInter234,Brimonidine,DB00484,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Brimonidine,DB00484,4632,-0.5370914340019226,1171,1076,3202,1,0,3202
DDInter248,Bumetanide,DB00887,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Bumetanide,DB00887,3451,1.0597368478775024,468,1076,3202,1,0,3202
DDInter25,Acyclovir,DB00787,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Acyclovir,DB00787,3020,1.0031377077102661,490,1076,3202,1,0,3202
DDInter305,Carvedilol,DB01136,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Carvedilol,DB01136,3091,3.8917782306671143,59,1076,3202,1,0,3202
DDInter334,Ceftriaxone,DB01212,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Ceftriaxone,DB01212,3101,-0.566386342048645,1195,1076,3202,1,0,3202
DDInter388,Citalopram,DB00215,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Citalopram,DB00215,3865,3.6417489051818848,79,1076,3202,1,0,3202
DDInter413,Clopidogrel,DB00758,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Clopidogrel,DB00758,3752,4.858445167541504,12,1076,3202,1,0,3202
DDInter416,Clotrimazole,DB00257,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Clotrimazole,DB00257,3867,-0.5858864784240723,1207,1076,3202,1,0,3202
DDInter42,Alendronic acid,DB00630,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Alendronic acid,DB00630,6512,0.47954845428466797,648,1076,3202,1,0,3202
DDInter451,Cyanocobalamin,DB00115,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Cyanocobalamin,DB00115,3489,0.7397781014442444,568,1076,3202,1,0,3202
DDInter454,Cyclobenzaprine,DB00924,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Cyclobenzaprine,DB00924,3043,-0.1674736738204956,936,1076,3202,1,0,3202
DDInter48,Allopurinol,DB00437,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Allopurinol,DB00437,3694,1.782315731048584,284,1076,3202,1,0,3202
DDInter507,Desmopressin,DB00035,DDInter749,Flunisolide,DB00180,Major,B_to_A,Flunisolide,DB00180,2797,Desmopressin,DB00035,3378,-2.7093873023986816,2516,1076,3202,1,0,3202
DDInter534,Diazepam,DB00829,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Diazepam,DB00829,3028,2.7420754432678223,154,1076,3202,1,0,3202
DDInter54,Alprazolam,DB00404,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Alprazolam,DB00404,2947,0.823742151260376,538,1076,3202,1,0,3202
DDInter561,Diltiazem,DB00343,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Diltiazem,DB00343,2946,3.518934488296509,88,1076,3202,1,0,3202
DDInter598,Doxycycline,DB00254,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Doxycycline,DB00254,4208,2.083127021789551,240,1076,3202,1,0,3202
DDInter638,Enalapril,DB00584,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Enalapril,DB00584,2983,1.321528434753418,380,1076,3202,1,0,3202
DDInter712,Famotidine,DB00927,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Famotidine,DB00927,4099,0.6939836740493774,582,1076,3202,1,0,3202
DDInter714,Fedratinib,DB12500,DDInter749,Flunisolide,DB00180,Moderate,B_to_A,Flunisolide,DB00180,2797,Fedratinib,DB12500,4033,2.185711622238159,228,1076,3202,1,0,3202
DDInter716,Felodipine,DB01023,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Felodipine,DB01023,3767,3.181910514831543,110,1076,3202,1,0,3202
DDInter722,Fentanyl,DB00813,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Fentanyl,DB00813,3024,1.3876824378967285,361,1076,3202,1,0,3202
DDInter732,Fexofenadine,DB00950,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Fexofenadine,DB00950,3049,1.042065143585205,470,1076,3202,1,0,3202
DDInter736,Finasteride,DB01216,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Finasteride,DB01216,3779,1.3390249013900757,371,1076,3202,1,0,3202
DDInter743,Fluconazole,DB00196,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Fluconazole,DB00196,3718,1.615658164024353,315,1076,3202,1,0,3202
DDInter749,Flunisolide,DB00180,DDInter771,Folic acid,DB00158,Unknown,A_to_B,Flunisolide,DB00180,2797,Folic acid,DB00158,3461,0.3870048522949219,689,1076,3202,1,0,3202
DDInter749,Flunisolide,DB00180,DDInter777,Fosamprenavir,DB01319,Moderate,A_to_B,Flunisolide,DB00180,2797,Fosamprenavir,DB01319,4286,-0.024547480046749115,891,1076,3202,1,0,3202
DDInter749,Flunisolide,DB00180,DDInter781,Fosinopril,DB00492,Unknown,A_to_B,Flunisolide,DB00180,2797,Fosinopril,DB00492,5470,-1.2416813373565674,1901,1076,3202,1,0,3202
DDInter749,Flunisolide,DB00180,DDInter790,Furosemide,DB00695,Unknown,A_to_B,Flunisolide,DB00180,2797,Furosemide,DB00695,3000,1.4888851642608643,341,1076,3202,1,0,3202
DDInter749,Flunisolide,DB00180,DDInter791,Gabapentin,DB00996,Unknown,A_to_B,Flunisolide,DB00180,2797,Gabapentin,DB00996,3492,-1.8203972578048706,2390,1076,3202,1,0,3202
DDInter749,Flunisolide,DB00180,DDInter812,Gemfibrozil,DB01241,Unknown,A_to_B,Flunisolide,DB00180,2797,Gemfibrozil,DB01241,3107,2.4229230880737305,199,1076,3202,1,0,3202
DDInter749,Flunisolide,DB00180,DDInter856,Heparin,DB01109,Unknown,A_to_B,Flunisolide,DB00180,2797,Heparin,DB01109,3293,2.9503414630889893,135,1076,3202,1,0,3202
DDInter749,Flunisolide,DB00180,DDInter90,Amprenavir,DB00701,Moderate,A_to_B,Flunisolide,DB00180,2797,Amprenavir,DB00701,3749,3.329181432723999,100,1076,3202,1,0,3202
DDInter749,Flunisolide,DB00180,DDInter917,Indinavir,DB00224,Moderate,A_to_B,Flunisolide,DB00180,2797,Indinavir,DB00224,3722,1.8160066604614258,280,1076,3202,1,0,3202
DDInter749,Flunisolide,DB00180,DDInter989,Isosorbide dinitrate,DB00883,Unknown,A_to_B,Flunisolide,DB00180,2797,Isosorbide dinitrate,DB00883,4604,-0.428544282913208,1091,1076,3202,1,0,3202
DDInter749,Flunisolide,DB00180,DDInter990,Isosorbide mononitrate,DB01020,Unknown,A_to_B,Flunisolide,DB00180,2797,Isosorbide mononitrate,DB01020,3371,0.1562107801437378,809,1076,3202,1,0,3202
DDInter14,Acetaminophen,DB00316,DDInter755,Fluorometholone,DB00324,Unknown,B_to_A,Fluorometholone,DB00324,2800,Acetaminophen,DB00316,2937,1.3119776248931885,305,778,3500,1,0,3499
DDInter234,Brimonidine,DB00484,DDInter755,Fluorometholone,DB00324,Unknown,B_to_A,Fluorometholone,DB00324,2800,Brimonidine,DB00484,4632,0.04518841952085495,1172,778,3500,1,0,3499
DDInter25,Acyclovir,DB00787,DDInter755,Fluorometholone,DB00324,Unknown,B_to_A,Fluorometholone,DB00324,2800,Acyclovir,DB00787,3020,-0.1450151950120926,1304,778,3500,1,0,3499
DDInter339,Cephalexin,DB00567,DDInter755,Fluorometholone,DB00324,Unknown,B_to_A,Fluorometholone,DB00324,2800,Cephalexin,DB00567,2978,2.0775973796844482,155,778,3500,1,0,3499
DDInter42,Alendronic acid,DB00630,DDInter755,Fluorometholone,DB00324,Unknown,B_to_A,Fluorometholone,DB00324,2800,Alendronic acid,DB00630,6512,0.40692830085754395,898,778,3500,1,0,3499
DDInter534,Diazepam,DB00829,DDInter755,Fluorometholone,DB00324,Unknown,B_to_A,Fluorometholone,DB00324,2800,Diazepam,DB00829,3028,0.8833417892456055,507,778,3500,1,0,3499
DDInter598,Doxycycline,DB00254,DDInter755,Fluorometholone,DB00324,Unknown,B_to_A,Fluorometholone,DB00324,2800,Doxycycline,DB00254,4208,1.7478207349777222,196,778,3500,1,0,3499
DDInter718,Fenofibrate,DB01039,DDInter755,Fluorometholone,DB00324,Unknown,B_to_A,Fluorometholone,DB00324,2800,Fenofibrate,DB01039,3067,2.2828288078308105,143,778,3500,1,0,3499
DDInter1167,Methazolamide,DB00703,DDInter168,Beclomethasone dipropionate,DB00394,Moderate,B_to_A,Beclomethasone dipropionate,DB00394,2801,Methazolamide,DB00703,5575,0.4160948693752289,622,1142,3136,1,0,3136
DDInter1335,Omacetaxine mepesuccinate,DB04865,DDInter168,Beclomethasone dipropionate,DB00394,Moderate,B_to_A,Beclomethasone dipropionate,DB00394,2801,Omacetaxine mepesuccinate,DB04865,8669,-0.05704429745674133,813,1142,3136,1,0,3136
DDInter1399,Patiromer,DB09263,DDInter168,Beclomethasone dipropionate,DB00394,Moderate,B_to_A,Beclomethasone dipropionate,DB00394,2801,Patiromer,DB09263,10696,-1.5626710653305054,2198,1142,3136,1,0,3136
DDInter15,Acetazolamide,DB00819,DDInter168,Beclomethasone dipropionate,DB00394,Moderate,B_to_A,Beclomethasone dipropionate,DB00394,2801,Acetazolamide,DB00819,4249,1.596444010734558,301,1142,3136,1,0,3136
DDInter168,Beclomethasone dipropionate,DB00394,DDInter1830,Tolevamer,DB01344,Moderate,A_to_B,Beclomethasone dipropionate,DB00394,2801,Tolevamer,DB01344,10265,-1.3719637393951416,2003,1142,3136,1,0,3136
DDInter168,Beclomethasone dipropionate,DB00394,DDInter1901,Upadacitinib,DB15091,Major,A_to_B,Beclomethasone dipropionate,DB00394,2801,Upadacitinib,DB15091,4052,-0.5148396492004395,1089,1142,3136,1,0,3136
DDInter168,Beclomethasone dipropionate,DB00394,DDInter288,Capreomycin,DB00314,Moderate,A_to_B,Beclomethasone dipropionate,DB00394,2801,Capreomycin,DB00314,9211,-2.3010852336883545,2398,1142,3136,1,0,3136
DDInter168,Beclomethasone dipropionate,DB00394,DDInter507,Desmopressin,DB00035,Major,A_to_B,Beclomethasone dipropionate,DB00394,2801,Desmopressin,DB00035,3378,-2.7997312545776367,2449,1142,3136,1,0,3136
DDInter168,Beclomethasone dipropionate,DB00394,DDInter540,Diclofenamide,DB01144,Moderate,A_to_B,Beclomethasone dipropionate,DB00394,2801,Diclofenamide,DB01144,5578,0.43968310952186584,611,1142,3136,1,0,3136
DDInter168,Beclomethasone dipropionate,DB00394,DDInter776,Formoterol,DB00983,Minor,A_to_B,Beclomethasone dipropionate,DB00394,2801,Formoterol,DB00983,3055,2.539623975753784,155,1142,3136,1,0,3136
DDInter168,Beclomethasone dipropionate,DB00394,DDInter779,Foscarnet,DB00529,Moderate,A_to_B,Beclomethasone dipropionate,DB00394,2801,Foscarnet,DB00529,9010,-0.6004895567893982,1152,1142,3136,1,0,3136
DDInter1013,Labetalol,DB00598,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Labetalol,DB00598,2985,3.2654755115509033,72,1392,2886,1,0,2886
DDInter1016,Lactitol,DB12942,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Lactitol,DB12942,9406,-1.045658826828003,1348,1392,2886,1,0,2886
DDInter1018,Lactulose,DB00581,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Lactulose,DB00581,9255,0.1556202471256256,648,1392,2886,1,0,2886
DDInter1026,Larotrectinib,DB14723,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Larotrectinib,DB14723,4528,1.2369866371154785,370,1392,2886,1,0,2886
DDInter1039,Letermovir,DB12070,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Letermovir,DB12070,3836,3.6948463916778564,40,1392,2886,1,0,2886
DDInter1079,Lisinopril,DB00722,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Lisinopril,DB00722,5473,-1.1144776344299316,1411,1392,2886,1,0,2886
DDInter1095,Losartan,DB00678,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Losartan,DB00678,2998,3.6951451301574707,40,1392,2886,1,0,2886
DDInter1101,Lumacaftor,DB09280,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Lumacaftor,DB09280,3210,2.696289300918579,134,1392,2886,1,0,2886
DDInter1115,Magnesium citrate,DB11110,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Magnesium citrate,DB11110,9200,-0.6190077662467957,1041,1392,2886,1,0,2886
DDInter1120,Magnesium sulfate,DB00653,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Magnesium sulfate,DB00653,8952,1.0418739318847656,402,1392,2886,1,0,2886
DDInter1167,Methazolamide,DB00703,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Methazolamide,DB00703,5575,0.8113282918930054,449,1392,2886,1,0,2886
DDInter119,Armodafinil,DB06413,DDInter195,Betamethasone,DB00443,Minor,B_to_A,Betamethasone,DB00443,2802,Armodafinil,DB06413,3798,3.4534788131713867,58,1392,2886,1,0,2886
DDInter12,Acebutolol,DB01193,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Acebutolol,DB01193,3936,2.771360397338867,125,1392,2886,1,0,2886
DDInter1223,Mineral oil,DB11057,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Mineral oil,DB11057,9773,-0.9925699830055237,1313,1392,2886,1,0,2886
DDInter1226,Minoxidil,DB00350,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Minoxidil,DB00350,4638,0.06268094480037689,687,1392,2886,1,0,2886
DDInter1236,Modafinil,DB00745,DDInter195,Betamethasone,DB00443,Minor,B_to_A,Betamethasone,DB00443,2802,Modafinil,DB00745,3751,3.006844997406006,101,1392,2886,1,0,2886
DDInter1237,Moexipril,DB00691,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Moexipril,DB00691,5472,0.656318187713623,473,1392,2886,1,0,2886
DDInter1255,Nadolol,DB01203,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Nadolol,DB01203,3365,2.227445125579834,195,1392,2886,1,0,2886
DDInter126,Asparaginase Erwinia chrysanthemi,DB08886,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Asparaginase Erwinia chrysanthemi,DB08886,3297,-0.9191865921020508,1248,1392,2886,1,0,2886
DDInter127,Asparaginase Escherichia coli,DB00023,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Asparaginase Escherichia coli,DB00023,3285,-0.46586793661117554,955,1392,2886,1,0,2886
DDInter1271,Nebivolol,DB04861,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Nebivolol,DB04861,3152,2.9602298736572266,105,1392,2886,1,0,2886
DDInter1276,Nelfinavir,DB00220,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Nelfinavir,DB00220,2917,3.652904748916626,42,1392,2886,1,0,2886
DDInter130,Atenolol,DB00335,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Atenolol,DB00335,2945,2.0529913902282715,220,1392,2886,1,0,2886
DDInter1305,Nitroprusside,DB00325,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Nitroprusside,DB00325,4649,-1.1662338972091675,1451,1392,2886,1,0,2886
DDInter1308,Nivolumab,DB09035,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Nivolumab,DB09035,8386,-3.025355339050293,2282,1392,2886,1,0,2886
DDInter131,Atezolizumab,DB11595,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Atezolizumab,DB11595,8397,-3.2109742164611816,2296,1392,2886,1,0,2886
DDInter1330,Olmesartan,DB00275,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Olmesartan,DB00275,4992,1.0830957889556885,392,1392,2886,1,0,2886
DDInter1335,Omacetaxine mepesuccinate,DB04865,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Omacetaxine mepesuccinate,DB04865,8669,-0.22941584885120392,813,1392,2886,1,0,2886
DDInter1360,Oxcarbazepine,DB00776,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Oxcarbazepine,DB00776,3017,2.394683599472046,166,1392,2886,1,0,2886
DDInter1399,Patiromer,DB09263,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Patiromer,DB09263,10696,-1.7788379192352295,2073,1392,2886,1,0,2886
DDInter1413,Pembrolizumab,DB09037,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Pembrolizumab,DB09037,8387,-3.21539306640625,2296,1392,2886,1,0,2886
DDInter1417,Penbutolol,DB01359,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Penbutolol,DB01359,3330,1.7224496603012085,272,1392,2886,1,0,2886
DDInter1423,Pentobarbital,DB00312,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Pentobarbital,DB00312,4213,3.323610544204712,65,1392,2886,1,0,2886
DDInter1431,Perindopril,DB00790,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Perindopril,DB00790,3629,-1.207838773727417,1485,1392,2886,1,0,2886
DDInter1443,Phenolphthalein,DB04824,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Phenolphthalein,DB04824,5160,-1.1859064102172852,1464,1392,2886,1,0,2886
DDInter1464,Picosulfuric acid,DB09268,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Picosulfuric acid,DB09268,9595,-0.3261372447013855,864,1392,2886,1,0,2886
DDInter1471,Pindolol,DB00960,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Pindolol,DB00960,3916,2.5963077545166016,143,1392,2886,1,0,2886
DDInter15,Acetazolamide,DB00819,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Acetazolamide,DB00819,4249,2.4250741004943848,162,1392,2886,1,0,2886
DDInter1511,Prazosin,DB00457,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Prazosin,DB00457,3322,1.2552332878112793,367,1392,2886,1,0,2886
DDInter1521,Primidone,DB00794,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Primidone,DB00794,4094,4.516462802886963,17,1392,2886,1,0,2886
DDInter1554,Quinapril,DB00881,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Quinapril,DB00881,3038,0.9281205534934998,432,1392,2886,1,0,2886
DDInter156,Azilsartan medoxomil,DB08822,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Azilsartan medoxomil,DB08822,4997,-0.035021066665649414,726,1392,2886,1,0,2886
DDInter1565,Ramipril,DB00178,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Ramipril,DB00178,3619,-0.5451914072036743,999,1392,2886,1,0,2886
DDInter1582,Reserpine,DB00206,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Reserpine,DB00206,3721,2.6083991527557373,142,1392,2886,1,0,2886
DDInter1589,Rifabutin,DB00615,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Rifabutin,DB00615,4235,2.315612316131592,181,1392,2886,1,0,2886
DDInter1590,Rifampicin,DB01045,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Rifampicin,DB01045,3069,3.354504346847534,61,1392,2886,1,0,2886
DDInter1592,Rifapentine,DB01201,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Rifapentine,DB01201,4277,2.568718433380127,148,1392,2886,1,0,2886
DDInter1618,Romosozumab,DB11866,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Romosozumab,DB11866,8972,-4.8303141593933105,2549,1392,2886,1,0,2886
DDInter1626,Rucaparib,DB12332,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Rucaparib,DB12332,3840,5.450315475463867,5,1392,2886,1,0,2886
DDInter1650,Secobarbital,DB00418,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Secobarbital,DB00418,4080,3.126648426055908,86,1392,2886,1,0,2886
DDInter1700,Somatrem,DB09098,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Somatrem,DB09098,5055,-1.1319193840026855,1425,1392,2886,1,0,2886
