DDInter_ID,DDInter_name,DrugBank_ID,PrimeKG_name,PrimeKG_node,mapping_method,mapping_confidence_category
DDInter157,Azithromycin,DB00207,Azithromycin,4202,exact normalized-name fallback,exact-name match
DDInter1570,Ranolazine,DB00243,Ranolazine,3320,exact normalized-name fallback,exact-name match
DDInter1571,Rapacuronium,DB04834,Rapacuronium,6180,exact normalized-name fallback,exact-name match
DDInter1572,Rasagiline,DB01367,Rasagiline,4116,exact normalized-name fallback,exact-name match
DDInter1573,Rasburicase,DB00049,Rasburicase,9269,exact normalized-name fallback,exact-name match
DDInter1574,Ravulizumab,DB11580,Ravulizumab,6729,exact normalized-name fallback,exact-name match
DDInter1575,Regadenoson,DB06213,Regadenoson,6906,exact normalized-name fallback,exact-name match
DDInter1576,Regorafenib,DB08896,Regorafenib,4382,exact normalized-name fallback,exact-name match
DDInter1577,Relugolix,DB11853,Relugolix,3240,exact normalized-name fallback,exact-name match
DDInter1578,Remdesivir,DB14761,Remdesivir,4050,exact normalized-name fallback,exact-name match
DDInter1579,Remifentanil,DB00899,Remifentanil,5935,exact normalized-name fallback,exact-name match
DDInter158,Aztreonam,DB00355,Aztreonam,9181,exact normalized-name fallback,exact-name match
DDInter1580,Remimazolam,DB12404,Remimazolam,3247,exact normalized-name fallback,exact-name match
DDInter1581,Repaglinide,DB00912,Repaglinide,3042,exact normalized-name fallback,exact-name match
DDInter1582,Reserpine,DB00206,Reserpine,3721,exact normalized-name fallback,exact-name match
DDInter1583,Resorcinol (topical),,,,none,unmapped
DDInter1584,Retapamulin (topical),,,,none,unmapped
DDInter1585,Reteplase,DB00015,Reteplase,5373,exact normalized-name fallback,exact-name match
DDInter1586,Revefenacin,DB11855,Revefenacin,3241,exact normalized-name fallback,exact-name match
DDInter1587,Ribavirin,DB00811,Ribavirin,3445,exact normalized-name fallback,exact-name match
DDInter1588,Ribociclib,DB11730,Ribociclib,4442,exact normalized-name fallback,exact-name match
DDInter1589,Rifabutin,DB00615,Rifabutin,4235,exact normalized-name fallback,exact-name match
DDInter159,Bacampicillin,DB01602,Bacampicillin,9194,exact normalized-name fallback,exact-name match
DDInter1590,Rifampicin,DB01045,Rifampicin,3069,exact normalized-name fallback,exact-name match
DDInter1591,Rifamycin,DB11753,Rifamycin,3234,exact normalized-name fallback,exact-name match
DDInter1592,Rifapentine,DB01201,Rifapentine,4277,exact normalized-name fallback,exact-name match
DDInter1593,Rifaximin,DB01220,Rifaximin,4279,exact normalized-name fallback,exact-name match
DDInter1594,Rilonacept,DB06372,Rilonacept,7200,exact normalized-name fallback,exact-name match
DDInter1595,Rilpivirine,DB08864,Rilpivirine,3186,exact normalized-name fallback,exact-name match
DDInter1596,Riluzole,DB00740,Riluzole,4091,exact normalized-name fallback,exact-name match
DDInter1597,Rimantadine,DB00478,Rimantadine,9144,exact normalized-name fallback,exact-name match
DDInter1598,Rimegepant,DB12457,Rimegepant,4470,exact normalized-name fallback,exact-name match
DDInter1599,Rimexolone (ophthalmic),,,,none,unmapped
DDInter16,Acetohexamide,DB00414,Acetohexamide,2949,exact normalized-name fallback,exact-name match
DDInter160,Bacillus calmette-guerin substrain tice live antigen,DB10343,Bacillus calmette-guerin substrain tice live antigen,9662,exact normalized-name fallback,exact-name match
DDInter1600,Riociguat,DB08931,Riociguat,3192,exact normalized-name fallback,exact-name match
DDInter1601,Ripretinib,DB14840,Ripretinib,3277,exact normalized-name fallback,exact-name match
DDInter1602,Risankizumab,DB14762,Risankizumab,8949,exact normalized-name fallback,exact-name match
DDInter1603,Risdiplam,DB15305,Risdiplam,3281,exact normalized-name fallback,exact-name match
DDInter1604,Risedronic acid,DB00884,Risedronic acid,3450,exact normalized-name fallback,exact-name match
DDInter1605,Risperidone,DB00734,Risperidone,3006,exact normalized-name fallback,exact-name match
DDInter1606,Ritodrine,DB00867,Ritodrine,4657,exact normalized-name fallback,exact-name match
DDInter1607,Ritonavir,DB00503,Ritonavir,2967,exact normalized-name fallback,exact-name match
DDInter1608,Rituximab,DB00073,Rituximab,5009,exact normalized-name fallback,exact-name match
DDInter1609,Rivaroxaban,DB06228,Rivaroxaban,3793,exact normalized-name fallback,exact-name match
DDInter161,Bacitracin,DB00626,Bacitracin,6819,exact normalized-name fallback,exact-name match
DDInter1610,Rivastigmine,DB00989,Rivastigmine,5957,exact normalized-name fallback,exact-name match
DDInter1611,Rizatriptan,DB00953,Rizatriptan,3685,exact normalized-name fallback,exact-name match
DDInter1612,Rocuronium,DB00728,Rocuronium,5657,exact normalized-name fallback,exact-name match
DDInter1613,Rofecoxib,DB00533,Rofecoxib,3383,exact normalized-name fallback,exact-name match
DDInter1614,Roflumilast,DB01656,Roflumilast,4303,exact normalized-name fallback,exact-name match
DDInter1615,Rolapitant,DB09291,Rolapitant,4021,exact normalized-name fallback,exact-name match
DDInter1616,Romidepsin,DB06176,Romidepsin,3792,exact normalized-name fallback,exact-name match
DDInter1617,Romiplostim,DB05332,Romiplostim,8394,exact normalized-name fallback,exact-name match
DDInter1618,Romosozumab,DB11866,Romosozumab,8972,exact normalized-name fallback,exact-name match
DDInter1619,Ropinirole,DB00268,Ropinirole,4074,exact normalized-name fallback,exact-name match
DDInter162,Baclofen,DB00181,Baclofen,5455,exact normalized-name fallback,exact-name match
DDInter1620,Ropivacaine,DB00296,Ropivacaine,4075,exact normalized-name fallback,exact-name match
DDInter1621,Rosiglitazone,DB00412,Rosiglitazone,2948,exact normalized-name fallback,exact-name match
DDInter1622,Rosuvastatin,DB01098,Rosuvastatin,3081,exact normalized-name fallback,exact-name match
DDInter1623,Rotavirus vaccine,DB10276,Rotavirus vaccine,9657,exact normalized-name fallback,exact-name match
DDInter1624,Rotigotine,DB05271,Rotigotine,3976,exact normalized-name fallback,exact-name match
DDInter1625,Rubella virus vaccine,DB10317,Rubella virus vaccine,9659,exact normalized-name fallback,exact-name match
DDInter1626,Rucaparib,DB12332,Rucaparib,3840,exact normalized-name fallback,exact-name match
DDInter1627,Rufinamide,DB06201,Rufinamide,3161,exact normalized-name fallback,exact-name match
DDInter1628,Ruxolitinib,DB08877,Ruxolitinib,4380,exact normalized-name fallback,exact-name match
DDInter1629,Sacituzumab govitecan,DB12893,Sacituzumab govitecan,4646,exact normalized-name fallback,exact-name match
DDInter163,Baloxavir marboxil,DB13997,Baloxavir marboxil,4513,exact normalized-name fallback,exact-name match
DDInter1630,Sacubitril,DB09292,Sacubitril,5569,exact normalized-name fallback,exact-name match
DDInter1631,Safinamide,DB06654,Safinamide,3687,exact normalized-name fallback,exact-name match
DDInter1632,Salbutamol,DB01001,Salbutamol,4262,exact normalized-name fallback,exact-name match
DDInter1633,Salicylic acid (sodium),,,,none,unmapped
DDInter1634,Salicylic acid (topical),,,,none,unmapped
DDInter1635,Salmeterol,DB00938,Salmeterol,3046,exact normalized-name fallback,exact-name match
DDInter1636,Salmon calcitonin,DB00017,Salmon calcitonin,5998,exact normalized-name fallback,exact-name match
DDInter1637,Salsalate,DB01399,Salsalate,4769,exact normalized-name fallback,exact-name match
DDInter1638,Samarium (153Sm) lexidronam,,,,none,unmapped
DDInter1639,Sapropterin,DB00360,Sapropterin,3447,exact normalized-name fallback,exact-name match
DDInter164,Balsalazide,DB01014,Balsalazide,4768,exact normalized-name fallback,exact-name match
DDInter1640,Saquinavir,DB01232,Saquinavir,3102,exact normalized-name fallback,exact-name match
DDInter1641,Sarecycline,DB12035,Sarecycline,9040,exact normalized-name fallback,exact-name match
DDInter1642,Sargramostim,DB00020,Sargramostim,6278,exact normalized-name fallback,exact-name match
DDInter1643,Sarilumab,DB11767,Sarilumab,4445,exact normalized-name fallback,exact-name match
DDInter1644,Satralizumab,,,,none,unmapped
DDInter1645,Saw palmetto,,,,none,unmapped
DDInter1646,Saxagliptin,DB06335,Saxagliptin,3796,exact normalized-name fallback,exact-name match
DDInter1647,Scopolamine,DB00747,Scopolamine,4846,exact normalized-name fallback,exact-name match
DDInter1648,Scopolamine (ophthalmic),,,,none,unmapped
DDInter1649,Secnidazole,,,,none,unmapped
DDInter165,Baricitinib,DB11817,Baricitinib,4449,exact normalized-name fallback,exact-name match
DDInter1650,Secobarbital,DB00418,Secobarbital,4080,exact normalized-name fallback,exact-name match
DDInter1651,Secretin human,DB09532,Secretin human,5675,exact normalized-name fallback,exact-name match
DDInter1652,Secukinumab,DB09029,Secukinumab,8943,exact normalized-name fallback,exact-name match
DDInter1653,Selegiline,DB01037,Selegiline,3921,exact normalized-name fallback,exact-name match
DDInter1654,Selenium,DB11135,Selenium,3499,exact normalized-name fallback,exact-name match
DDInter1655,Selenium Sulfide,,,,none,unmapped
DDInter1656,Selexipag,DB11362,Selexipag,4425,exact normalized-name fallback,exact-name match
DDInter1657,Selinexor,DB11942,Selinexor,4453,exact normalized-name fallback,exact-name match
DDInter1658,Selpercatinib,DB15685,Selpercatinib,4535,exact normalized-name fallback,exact-name match
DDInter1659,Selumetinib,DB11689,Selumetinib,3232,exact normalized-name fallback,exact-name match
DDInter166,Basiliximab,DB00074,Basiliximab,6317,exact normalized-name fallback,exact-name match
DDInter1660,Semaglutide,DB13928,Semaglutide,3258,exact normalized-name fallback,exact-name match
DDInter1661,Sermorelin,,,,none,unmapped
DDInter1662,Sertraline,DB01104,Sertraline,3082,exact normalized-name fallback,exact-name match
DDInter1663,Sevelamer,DB00658,Sevelamer,9353,exact normalized-name fallback,exact-name match
DDInter1664,Sevoflurane,DB01236,Sevoflurane,3105,exact normalized-name fallback,exact-name match
DDInter1665,Sibutramine,DB01105,Sibutramine,4267,exact normalized-name fallback,exact-name match
DDInter1666,Sildenafil,DB00203,Sildenafil,3720,exact normalized-name fallback,exact-name match
DDInter1667,Silodosin,DB06207,Silodosin,4340,exact normalized-name fallback,exact-name match
DDInter1668,Siltuximab,DB09036,Siltuximab,4395,exact normalized-name fallback,exact-name match
DDInter1669,Silver (topical),,,,none,unmapped
DDInter167,Bazedoxifene,DB06401,Bazedoxifene,4664,exact normalized-name fallback,exact-name match
DDInter1670,Silver nitrate (ophthalmic),,,,none,unmapped
DDInter1671,Silver nitrate (topical),,,,none,unmapped
DDInter1672,Silver sulfadiazine (topical),,,,none,unmapped
DDInter1673,Simeprevir,DB06290,Simeprevir,3165,exact normalized-name fallback,exact-name match
DDInter1674,Simethicone,,,,none,unmapped
DDInter1675,Simvastatin,DB00641,Simvastatin,3744,exact normalized-name fallback,exact-name match
DDInter1676,Siponimod,DB12371,Siponimod,4468,exact normalized-name fallback,exact-name match
DDInter1677,Sipuleucel-T,DB06688,Sipuleucel-T,7393,exact normalized-name fallback,exact-name match
DDInter1678,Sirolimus,DB00877,Sirolimus,3758,exact normalized-name fallback,exact-name match
DDInter1679,Sitagliptin,DB01261,Sitagliptin,4284,exact normalized-name fallback,exact-name match
DDInter168,Beclomethasone dipropionate,DB00394,Beclomethasone dipropionate,2801,exact normalized-name fallback,exact-name match
DDInter1680,"Smallpox (Vaccinia) Vaccine, Live",,,,none,unmapped
DDInter1681,Sodium acetate,DB09395,Sodium acetate,3472,exact normalized-name fallback,exact-name match
DDInter1682,Sodium aurothiomalate,DB09276,Sodium aurothiomalate,4643,exact normalized-name fallback,exact-name match
DDInter1683,Sodium bicarbonate,DB01390,Sodium bicarbonate,9071,exact normalized-name fallback,exact-name match
DDInter1684,Sodium cellulose phosphate,,,,none,unmapped
DDInter1685,Sodium chloride,DB09153,Sodium chloride,10685,exact normalized-name fallback,exact-name match
DDInter1686,Sodium citrate,DB09154,Sodium citrate,9001,exact normalized-name fallback,exact-name match
DDInter1687,Sodium ferric gluconate complex,DB09517,Sodium ferric gluconate complex,5078,exact normalized-name fallback,exact-name match
DDInter1688,Sodium glycerophosphate,,,,none,unmapped
DDInter1689,Sodium iodide,,,,none,unmapped
DDInter169,Beclomethasone dipropionate (nasal),,,,none,unmapped
DDInter1690,Sodium oxybate,DB09072,Sodium oxybate,3427,exact normalized-name fallback,exact-name match
DDInter1691,"Sodium phosphate, monobasic",DB09449,"Sodium phosphate, monobasic",9073,exact normalized-name fallback,exact-name match
DDInter1692,"Sodium phosphate, monobasic (p32)",,,,none,unmapped
DDInter1693,Sodium sulfate,DB09472,Sodium sulfate,5584,exact normalized-name fallback,exact-name match
DDInter1694,Sodium zirconium cyclosilicate,DB14048,Sodium zirconium cyclosilicate,9636,exact normalized-name fallback,exact-name match
DDInter1695,Sofosbuvir,DB08934,Sofosbuvir,3497,exact normalized-name fallback,exact-name match
DDInter1696,Solifenacin,DB01591,Solifenacin,3366,exact normalized-name fallback,exact-name match
DDInter1697,Solriamfetol,DB14754,Solriamfetol,6101,exact normalized-name fallback,exact-name match
DDInter1698,Somapacitan,DB15093,Somapacitan,3280,exact normalized-name fallback,exact-name match
DDInter1699,Somatotropin,DB00052,Somatotropin,5054,exact normalized-name fallback,exact-name match
DDInter17,Acetohydroxamic acid,DB00551,Acetohydroxamic acid,7556,exact normalized-name fallback,exact-name match
DDInter170,Bedaquiline,DB08903,Bedaquiline,4383,exact normalized-name fallback,exact-name match
DDInter1700,Somatrem,DB09098,Somatrem,5055,exact normalized-name fallback,exact-name match
DDInter1701,Sonidegib,DB09143,Sonidegib,4405,exact normalized-name fallback,exact-name match
DDInter1702,Sorafenib,DB00398,Sorafenib,3728,exact normalized-name fallback,exact-name match
DDInter1703,Sorbitol,DB01638,Sorbitol,9328,exact normalized-name fallback,exact-name match
DDInter1704,Sotalol,DB00489,Sotalol,3885,exact normalized-name fallback,exact-name match
DDInter1705,Sparfloxacin,DB01208,Sparfloxacin,4110,exact normalized-name fallback,exact-name match
DDInter1706,Spectinomycin,DB00919,Spectinomycin,9364,exact normalized-name fallback,exact-name match
DDInter1707,Spironolactone,DB00421,Spironolactone,2951,exact normalized-name fallback,exact-name match
DDInter1708,St. John's Wort,DB01323,St. John's Wort,3946,exact normalized-name fallback,exact-name match
DDInter1709,Stanozolol,DB06718,Stanozolol,5226,exact normalized-name fallback,exact-name match
DDInter171,Belantamab mafodotin,,,,none,unmapped
DDInter1710,Stavudine,DB00649,Stavudine,2993,exact normalized-name fallback,exact-name match
DDInter1711,Stiripentol,DB09118,Stiripentol,4014,exact normalized-name fallback,exact-name match
DDInter1712,Streptokinase,DB00086,Streptokinase,3500,exact normalized-name fallback,exact-name match
DDInter1713,Streptomycin,DB01082,Streptomycin,7373,exact normalized-name fallback,exact-name match
DDInter1714,Streptozocin,DB00428,Streptozocin,4081,exact normalized-name fallback,exact-name match
DDInter1715,Strontium chloride Sr-89,,,,none,unmapped
DDInter1716,Succinylcholine,DB00202,Succinylcholine,3621,exact normalized-name fallback,exact-name match
DDInter1717,Sucralfate,DB00364,Sucralfate,6962,exact normalized-name fallback,exact-name match
DDInter1718,Sufentanil,DB00708,Sufentanil,4242,exact normalized-name fallback,exact-name match
DDInter1719,Sugammadex,DB06206,Sugammadex,9450,exact normalized-name fallback,exact-name match
DDInter172,Belatacept,DB06681,Belatacept,6667,exact normalized-name fallback,exact-name match
DDInter1720,Sulfacetamide (ophthalmic),,,,none,unmapped
DDInter1721,Sulfadiazine,DB00359,Sulfadiazine,4221,exact normalized-name fallback,exact-name match
DDInter1722,Sulfadoxine,DB01299,Sulfadoxine,9142,exact normalized-name fallback,exact-name match
DDInter1723,Sulfamethizole,DB00576,Sulfamethizole,2982,exact normalized-name fallback,exact-name match
DDInter1724,Sulfamethoxazole,DB01015,Sulfamethoxazole,3062,exact normalized-name fallback,exact-name match
DDInter1725,Sulfasalazine,DB00795,Sulfasalazine,4765,exact normalized-name fallback,exact-name match
DDInter1726,Sulfinpyrazone,DB01138,Sulfinpyrazone,3357,exact normalized-name fallback,exact-name match
DDInter1727,Sulfisoxazole,DB00263,Sulfisoxazole,4554,exact normalized-name fallback,exact-name match
DDInter1729,Sulindac,DB00605,Sulindac,2987,exact normalized-name fallback,exact-name match
DDInter173,Belimumab,DB08879,Belimumab,7066,exact normalized-name fallback,exact-name match
DDInter1730,Sumatriptan,DB00669,Sumatriptan,3682,exact normalized-name fallback,exact-name match
DDInter1731,Sunitinib,DB01268,Sunitinib,3785,exact normalized-name fallback,exact-name match
DDInter1732,Suprofen (ophthalmic),,,,none,unmapped
DDInter1733,Suvorexant,DB09034,Suvorexant,4394,exact normalized-name fallback,exact-name match
DDInter1734,Tacrine,DB00382,Tacrine,4077,exact normalized-name fallback,exact-name match
DDInter1735,Tacrolimus,DB00864,Tacrolimus,3034,exact normalized-name fallback,exact-name match
DDInter1736,Tadalafil,DB00820,Tadalafil,3754,exact normalized-name fallback,exact-name match
DDInter1737,Tafamidis,DB11644,Tafamidis,5806,exact normalized-name fallback,exact-name match
DDInter1738,Tafasitamab,DB15044,Tafasitamab,8431,exact normalized-name fallback,exact-name match
DDInter1739,Tafenoquine,DB06608,Tafenoquine,3990,exact normalized-name fallback,exact-name match
DDInter174,Belinostat,DB05015,Belinostat,4127,exact normalized-name fallback,exact-name match
DDInter1741,Tagraxofusp,DB14731,Tagraxofusp,7189,exact normalized-name fallback,exact-name match
DDInter1742,Talazoparib,DB11760,Talazoparib,7813,exact normalized-name fallback,exact-name match
DDInter1743,Talimogene laherparepvec,DB13896,Talimogene laherparepvec,9257,exact normalized-name fallback,exact-name match
DDInter1744,Tamoxifen,DB00675,Tamoxifen,2996,exact normalized-name fallback,exact-name match
DDInter1745,Tamsulosin,DB00706,Tamsulosin,3324,exact normalized-name fallback,exact-name match
DDInter1746,Tapentadol,DB06204,Tapentadol,3982,exact normalized-name fallback,exact-name match
DDInter1747,Tasimelteon,DB09071,Tasimelteon,4152,exact normalized-name fallback,exact-name match
DDInter1748,Tazarotene,DB00799,Tazarotene,4592,exact normalized-name fallback,exact-name match
DDInter1749,Tazarotene (topical),,,,none,unmapped
DDInter175,Belladonna,,,,none,unmapped
DDInter1750,Tazemetostat,DB12887,Tazemetostat,4481,exact normalized-name fallback,exact-name match
DDInter1752,Tedizolid,DB14569,Tedizolid,3679,exact normalized-name fallback,exact-name match
DDInter1753,Teduglutide,DB08900,Teduglutide,7980,exact normalized-name fallback,exact-name match
DDInter1754,Tegaserod,DB01079,Tegaserod,3924,exact normalized-name fallback,exact-name match
DDInter1755,Telaprevir,DB05521,Telaprevir,3158,exact normalized-name fallback,exact-name match
DDInter1756,Telavancin,DB06402,Telavancin,9091,exact normalized-name fallback,exact-name match
DDInter1757,Telbivudine,DB01265,Telbivudine,9199,exact normalized-name fallback,exact-name match
DDInter1758,Telithromycin,DB00976,Telithromycin,4261,exact normalized-name fallback,exact-name match
DDInter1759,Telmisartan,DB00966,Telmisartan,4619,exact normalized-name fallback,exact-name match
DDInter176,Bempedoic acid,DB11936,Bempedoic acid,3473,exact normalized-name fallback,exact-name match
DDInter1760,Telotristat ethyl,,,,none,unmapped
DDInter1761,Temazepam,DB00231,Temazepam,4204,exact normalized-name fallback,exact-name match
DDInter1762,Temozolomide,DB00853,Temozolomide,9119,exact normalized-name fallback,exact-name match
DDInter1763,Temsirolimus,DB06287,Temsirolimus,3795,exact normalized-name fallback,exact-name match
DDInter1764,Tenecteplase,DB00031,Tenecteplase,5375,exact normalized-name fallback,exact-name match
DDInter1765,Teniposide,DB00444,Teniposide,3731,exact normalized-name fallback,exact-name match
DDInter1766,Teprotumumab,DB06343,Teprotumumab,6738,exact normalized-name fallback,exact-name match
DDInter1767,Terazosin,DB01162,Terazosin,5086,exact normalized-name fallback,exact-name match
DDInter1768,Terbinafine,DB00857,Terbinafine,3033,exact normalized-name fallback,exact-name match
DDInter1769,Terbutaline,DB00871,Terbutaline,3631,exact normalized-name fallback,exact-name match
DDInter177,Benazepril,DB00542,Benazepril,3618,exact normalized-name fallback,exact-name match
DDInter1770,Terfenadine,DB00342,Terfenadine,3725,exact normalized-name fallback,exact-name match
DDInter1771,Teriflunomide,DB08880,Teriflunomide,4149,exact normalized-name fallback,exact-name match
DDInter1772,Teriparatide,DB06285,Teriparatide,8446,exact normalized-name fallback,exact-name match
DDInter1773,Tesamorelin,DB08869,Tesamorelin,6277,exact normalized-name fallback,exact-name match
DDInter1774,Testolactone,DB00894,Testolactone,7958,exact normalized-name fallback,exact-name match
DDInter1775,Testosterone,DB00624,Testosterone,2991,exact normalized-name fallback,exact-name match
DDInter1776,Testosterone (topical),,,,none,unmapped
DDInter1778,Tetrabenazine,DB04844,Tetrabenazine,3968,exact normalized-name fallback,exact-name match
DDInter1779,Tetracaine,DB09085,Tetracaine,6435,exact normalized-name fallback,exact-name match
DDInter178,Bendamustine,DB06769,Bendamustine,4146,exact normalized-name fallback,exact-name match
DDInter1780,Tetracaine (ophthalmic),,,,none,unmapped
DDInter1781,Tetracaine (topical),,,,none,unmapped
DDInter1782,Tetracosactide,DB01284,Tetracosactide,6669,exact normalized-name fallback,exact-name match
DDInter1783,Tetracycline,DB00759,Tetracycline,3013,exact normalized-name fallback,exact-name match
DDInter1784,Tetracycline (topical),,,,none,unmapped
DDInter1785,Tetraferric tricitrate decahydrate,DB14520,Tetraferric tricitrate decahydrate,2903,exact normalized-name fallback,exact-name match
DDInter1786,Tetrofosmin,,,,none,unmapped
DDInter1787,Tetryzoline (nasal),,,,none,unmapped
DDInter1788,Tetryzoline (ophthalmic),,,,none,unmapped
DDInter1789,Thalidomide,DB01041,Thalidomide,3389,exact normalized-name fallback,exact-name match
DDInter179,Bendroflumethiazide,DB00436,Bendroflumethiazide,3545,exact normalized-name fallback,exact-name match
DDInter1790,Thallous Chloride,,,,none,unmapped
DDInter1791,Theophylline,DB00277,Theophylline,3567,exact normalized-name fallback,exact-name match
DDInter1792,Thiabendazole,DB00730,Thiabendazole,4090,exact normalized-name fallback,exact-name match
DDInter1793,Thiethylperazine,DB00372,Thiethylperazine,6485,exact normalized-name fallback,exact-name match
DDInter1794,Thimerosal (topical),,,,none,unmapped
DDInter1795,Thiopental,DB00599,Thiopental,4617,exact normalized-name fallback,exact-name match
DDInter1796,Thioridazine,DB00679,Thioridazine,3897,exact normalized-name fallback,exact-name match
DDInter1797,Thiotepa,DB04572,Thiotepa,3651,exact normalized-name fallback,exact-name match
DDInter1798,Thiothixene,DB01623,Thiothixene,3134,exact normalized-name fallback,exact-name match
DDInter1799,"Thyroid, porcine",DB09100,"Thyroid, porcine",2888,exact normalized-name fallback,exact-name match
DDInter18,Acetylcholine,DB03128,Acetylcholine,4855,exact normalized-name fallback,exact-name match
DDInter180,Benzalkonium (topical),,,,none,unmapped
DDInter1800,Thyrotropin alfa,DB00024,Thyrotropin alfa,6115,exact normalized-name fallback,exact-name match
DDInter1801,Tiagabine,DB00906,Tiagabine,4255,exact normalized-name fallback,exact-name match
DDInter1802,Ticagrelor,DB08816,Ticagrelor,3182,exact normalized-name fallback,exact-name match
DDInter1803,Ticarcillin,DB01607,Ticarcillin,9198,exact normalized-name fallback,exact-name match
DDInter1804,Ticlopidine,DB00208,Ticlopidine,3554,exact normalized-name fallback,exact-name match
DDInter1805,Tigecycline,DB00560,Tigecycline,9127,exact normalized-name fallback,exact-name match
DDInter1806,Tildrakizumab,DB14004,Tildrakizumab,3483,exact normalized-name fallback,exact-name match
DDInter1807,Tilmanocept,,,,none,unmapped
DDInter1808,Tiludronic acid,DB01133,Tiludronic acid,3090,exact normalized-name fallback,exact-name match
DDInter1809,Timolol,DB00373,Timolol,3878,exact normalized-name fallback,exact-name match
DDInter181,Benzatropine,DB00245,Benzatropine,2922,exact normalized-name fallback,exact-name match
DDInter1810,Timolol (ophthalmic),,,,none,unmapped
DDInter1811,Tinidazole,DB00911,Tinidazole,4256,exact normalized-name fallback,exact-name match
DDInter1812,Tinzaparin,DB06822,Tinzaparin,4673,exact normalized-name fallback,exact-name match
DDInter1813,Tioconazole,DB01007,Tioconazole,3601,exact normalized-name fallback,exact-name match
DDInter1814,Tioguanine,DB00352,Tioguanine,3411,exact normalized-name fallback,exact-name match
DDInter1815,Tiotropium,DB01409,Tiotropium,3949,exact normalized-name fallback,exact-name match
DDInter1816,Tipiracil,DB09343,Tipiracil,8000,exact normalized-name fallback,exact-name match
DDInter1817,Tipranavir,DB00932,Tipranavir,3913,exact normalized-name fallback,exact-name match
DDInter1818,Tirofiban,DB00775,Tirofiban,6009,exact normalized-name fallback,exact-name match
DDInter1819,Tisagenlecleucel,,,,none,unmapped
DDInter182,Benzhydrocodone,DB15465,Benzhydrocodone,9816,exact normalized-name fallback,exact-name match
DDInter1820,Tivozanib,DB11800,Tivozanib,9380,exact normalized-name fallback,exact-name match
DDInter1821,Tizanidine,DB00697,Tizanidine,4089,exact normalized-name fallback,exact-name match
DDInter1822,Tobramycin,DB00684,Tobramycin,9201,exact normalized-name fallback,exact-name match
DDInter1823,Tocainide,DB01056,Tocainide,3072,exact normalized-name fallback,exact-name match
DDInter1824,Tocilizumab,DB06273,Tocilizumab,4346,exact normalized-name fallback,exact-name match
DDInter1825,Tofacitinib,DB08895,Tofacitinib,3190,exact normalized-name fallback,exact-name match
DDInter1826,Tolazamide,DB00839,Tolazamide,4561,exact normalized-name fallback,exact-name match
DDInter1827,Tolazoline,DB00797,Tolazoline,5120,exact normalized-name fallback,exact-name match
DDInter1828,Tolbutamide,DB01124,Tolbutamide,3087,exact normalized-name fallback,exact-name match
DDInter1829,Tolcapone,DB00323,Tolcapone,4555,exact normalized-name fallback,exact-name match
DDInter183,Benznidazole,DB11989,Benznidazole,9428,exact normalized-name fallback,exact-name match
DDInter1830,Tolevamer,DB01344,Tolevamer,10265,exact normalized-name fallback,exact-name match
DDInter1831,Tolmetin,DB00500,Tolmetin,2966,exact normalized-name fallback,exact-name match
DDInter1832,Tolterodine,DB01036,Tolterodine,3920,exact normalized-name fallback,exact-name match
DDInter1833,Tolvaptan,DB06212,Tolvaptan,4341,exact normalized-name fallback,exact-name match
DDInter1834,Topiramate,DB00273,Topiramate,2927,exact normalized-name fallback,exact-name match
DDInter1835,Topotecan,DB01030,Topotecan,4264,exact normalized-name fallback,exact-name match
DDInter1836,Torasemide,DB00214,Torasemide,2916,exact normalized-name fallback,exact-name match
DDInter1837,Toremifene,DB00539,Toremifene,4227,exact normalized-name fallback,exact-name match
DDInter1838,Tositumomab,DB00081,Tositumomab,5011,exact normalized-name fallback,exact-name match
DDInter1839,Tositumomab (I-131),,,,none,unmapped
DDInter184,Benzocaine (topical),,,,none,unmapped
DDInter1840,Trabectedin,DB05109,Trabectedin,3395,exact normalized-name fallback,exact-name match
DDInter1841,Tramadol,DB00193,Tramadol,3861,exact normalized-name fallback,exact-name match
DDInter1842,Trametinib,DB08911,Trametinib,4385,exact normalized-name fallback,exact-name match
DDInter1843,Trandolapril,DB00519,Trandolapril,4545,exact normalized-name fallback,exact-name match
DDInter1844,Tranexamic acid,DB00302,Tranexamic acid,5376,exact normalized-name fallback,exact-name match
DDInter1845,Tranylcypromine,DB00752,Tranylcypromine,3902,exact normalized-name fallback,exact-name match
DDInter1846,Trastuzumab,DB00072,Trastuzumab,6134,exact normalized-name fallback,exact-name match
DDInter1847,Trastuzumab deruxtecan,DB14962,Trastuzumab deruxtecan,3529,exact normalized-name fallback,exact-name match
DDInter1848,Trastuzumab emtansine,DB05773,Trastuzumab emtansine,3791,exact normalized-name fallback,exact-name match
DDInter1849,Travoprost,DB00287,Travoprost,6217,exact normalized-name fallback,exact-name match
DDInter185,Benzonatate,,,,none,unmapped
DDInter1851,Trazodone,DB00656,Trazodone,3745,exact normalized-name fallback,exact-name match
DDInter1852,Treprostinil,DB00374,Treprostinil,4556,exact normalized-name fallback,exact-name match
DDInter1853,Tretinoin,DB00755,Tretinoin,3012,exact normalized-name fallback,exact-name match
DDInter1854,Tretinoin (topical),,,,none,unmapped
DDInter1855,Triamcinolone,DB00620,Triamcinolone,2806,exact normalized-name fallback,exact-name match
DDInter1856,Triamcinolone (nasal),,,,none,unmapped
