DDInter_ID_A,Drug_A,DrugBank_ID_A,DDInter_ID_B,Drug_B,DrugBank_ID_B,severity,query_direction,query_drug,query_drugbank_id,query_node,target_drug,target_drugbank_id,target_node,raw_target_score,rank,number_filtered,available_candidates_after_filtering,target_tie_count,tied_competitor_count,unique_available_scores
DDInter1949,Voxelotor,DB14975,DDInter749,Flunisolide,DB00180,Moderate,B_to_A,Flunisolide,DB00180,2797,Voxelotor,DB14975,4530,0.9951870441436768,857,1076,3202,1,0,3062
DDInter234,Brimonidine,DB00484,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Brimonidine,DB00484,4632,0.6479480266571045,1143,1076,3202,1,0,3062
DDInter248,Bumetanide,DB00887,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Bumetanide,DB00887,3451,1.5604536533355713,351,1076,3202,1,0,3062
DDInter25,Acyclovir,DB00787,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Acyclovir,DB00787,3020,3.051736831665039,19,1076,3202,1,0,3062
DDInter305,Carvedilol,DB01136,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Carvedilol,DB01136,3091,2.8331263065338135,32,1076,3202,1,0,3062
DDInter334,Ceftriaxone,DB01212,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Ceftriaxone,DB01212,3101,2.038275718688965,118,1076,3202,1,0,3062
DDInter388,Citalopram,DB00215,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Citalopram,DB00215,3865,1.9401235580444336,152,1076,3202,1,0,3062
DDInter413,Clopidogrel,DB00758,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Clopidogrel,DB00758,3752,1.9130408763885498,158,1076,3202,1,0,3062
DDInter416,Clotrimazole,DB00257,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Clotrimazole,DB00257,3867,-1.0018357038497925,2498,1076,3202,1,0,3062
DDInter42,Alendronic acid,DB00630,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Alendronic acid,DB00630,6512,1.5005055665969849,393,1076,3202,1,0,3062
DDInter451,Cyanocobalamin,DB00115,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Cyanocobalamin,DB00115,3489,1.7392231225967407,257,1076,3202,1,0,3062
DDInter454,Cyclobenzaprine,DB00924,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Cyclobenzaprine,DB00924,3043,1.825897216796875,201,1076,3202,1,0,3062
DDInter48,Allopurinol,DB00437,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Allopurinol,DB00437,3694,1.9299511909484863,153,1076,3202,1,0,3062
DDInter507,Desmopressin,DB00035,DDInter749,Flunisolide,DB00180,Major,B_to_A,Flunisolide,DB00180,2797,Desmopressin,DB00035,3378,2.1512372493743896,87,1076,3202,1,0,3062
DDInter534,Diazepam,DB00829,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Diazepam,DB00829,3028,3.0284371376037598,21,1076,3202,1,0,3062
DDInter54,Alprazolam,DB00404,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Alprazolam,DB00404,2947,3.7222676277160645,11,1076,3202,1,0,3062
DDInter561,Diltiazem,DB00343,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Diltiazem,DB00343,2946,3.6213557720184326,11,1076,3202,1,0,3062
DDInter598,Doxycycline,DB00254,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Doxycycline,DB00254,4208,2.064053535461426,112,1076,3202,1,0,3062
DDInter638,Enalapril,DB00584,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Enalapril,DB00584,2983,1.7510758638381958,250,1076,3202,1,0,3062
DDInter712,Famotidine,DB00927,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Famotidine,DB00927,4099,1.0873034000396729,770,1076,3202,1,0,3062
DDInter714,Fedratinib,DB12500,DDInter749,Flunisolide,DB00180,Moderate,B_to_A,Flunisolide,DB00180,2797,Fedratinib,DB12500,4033,1.3576774597167969,519,1076,3202,1,0,3062
DDInter716,Felodipine,DB01023,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Felodipine,DB01023,3767,2.1191017627716064,98,1076,3202,1,0,3062
DDInter722,Fentanyl,DB00813,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Fentanyl,DB00813,3024,3.404873847961426,13,1076,3202,1,0,3062
DDInter732,Fexofenadine,DB00950,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Fexofenadine,DB00950,3049,1.063186764717102,796,1076,3202,1,0,3062
DDInter736,Finasteride,DB01216,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Finasteride,DB01216,3779,1.3084502220153809,587,1076,3202,1,0,3062
DDInter743,Fluconazole,DB00196,DDInter749,Flunisolide,DB00180,Unknown,B_to_A,Flunisolide,DB00180,2797,Fluconazole,DB00196,3718,2.2485599517822266,75,1076,3202,1,0,3062
DDInter749,Flunisolide,DB00180,DDInter771,Folic acid,DB00158,Unknown,A_to_B,Flunisolide,DB00180,2797,Folic acid,DB00158,3461,1.8952912092208862,164,1076,3202,1,0,3062
DDInter749,Flunisolide,DB00180,DDInter777,Fosamprenavir,DB01319,Moderate,A_to_B,Flunisolide,DB00180,2797,Fosamprenavir,DB01319,4286,0.4321662187576294,1372,1076,3202,1,0,3062
DDInter749,Flunisolide,DB00180,DDInter781,Fosinopril,DB00492,Unknown,A_to_B,Flunisolide,DB00180,2797,Fosinopril,DB00492,5470,1.2019190788269043,683,1076,3202,1,0,3062
DDInter749,Flunisolide,DB00180,DDInter790,Furosemide,DB00695,Unknown,A_to_B,Flunisolide,DB00180,2797,Furosemide,DB00695,3000,2.611813545227051,43,1076,3202,1,0,3062
DDInter749,Flunisolide,DB00180,DDInter791,Gabapentin,DB00996,Unknown,A_to_B,Flunisolide,DB00180,2797,Gabapentin,DB00996,3492,0.49168580770492554,1315,1076,3202,1,0,3062
DDInter749,Flunisolide,DB00180,DDInter812,Gemfibrozil,DB01241,Unknown,A_to_B,Flunisolide,DB00180,2797,Gemfibrozil,DB01241,3107,2.879075765609741,31,1076,3202,1,0,3062
DDInter749,Flunisolide,DB00180,DDInter856,Heparin,DB01109,Unknown,A_to_B,Flunisolide,DB00180,2797,Heparin,DB01109,3293,2.497905731201172,53,1076,3202,1,0,3062
DDInter749,Flunisolide,DB00180,DDInter90,Amprenavir,DB00701,Moderate,A_to_B,Flunisolide,DB00180,2797,Amprenavir,DB00701,3749,1.5066335201263428,390,1076,3202,1,0,3062
DDInter749,Flunisolide,DB00180,DDInter917,Indinavir,DB00224,Moderate,A_to_B,Flunisolide,DB00180,2797,Indinavir,DB00224,3722,1.4047834873199463,461,1076,3202,1,0,3062
DDInter749,Flunisolide,DB00180,DDInter989,Isosorbide dinitrate,DB00883,Unknown,A_to_B,Flunisolide,DB00180,2797,Isosorbide dinitrate,DB00883,4604,0.232929527759552,1535,1076,3202,1,0,3062
DDInter749,Flunisolide,DB00180,DDInter990,Isosorbide mononitrate,DB01020,Unknown,A_to_B,Flunisolide,DB00180,2797,Isosorbide mononitrate,DB01020,3371,1.791625738143921,220,1076,3202,1,0,3062
DDInter14,Acetaminophen,DB00316,DDInter755,Fluorometholone,DB00324,Unknown,B_to_A,Fluorometholone,DB00324,2800,Acetaminophen,DB00316,2937,4.437609672546387,16,778,3500,1,0,3363
DDInter234,Brimonidine,DB00484,DDInter755,Fluorometholone,DB00324,Unknown,B_to_A,Fluorometholone,DB00324,2800,Brimonidine,DB00484,4632,0.2209732085466385,1836,778,3500,1,0,3363
DDInter25,Acyclovir,DB00787,DDInter755,Fluorometholone,DB00324,Unknown,B_to_A,Fluorometholone,DB00324,2800,Acyclovir,DB00787,3020,3.443795680999756,55,778,3500,1,0,3363
DDInter339,Cephalexin,DB00567,DDInter755,Fluorometholone,DB00324,Unknown,B_to_A,Fluorometholone,DB00324,2800,Cephalexin,DB00567,2978,1.9795536994934082,336,778,3500,1,0,3363
DDInter42,Alendronic acid,DB00630,DDInter755,Fluorometholone,DB00324,Unknown,B_to_A,Fluorometholone,DB00324,2800,Alendronic acid,DB00630,6512,1.5197882652282715,766,778,3500,1,0,3363
DDInter534,Diazepam,DB00829,DDInter755,Fluorometholone,DB00324,Unknown,B_to_A,Fluorometholone,DB00324,2800,Diazepam,DB00829,3028,3.8779945373535156,29,778,3500,1,0,3363
DDInter598,Doxycycline,DB00254,DDInter755,Fluorometholone,DB00324,Unknown,B_to_A,Fluorometholone,DB00324,2800,Doxycycline,DB00254,4208,3.1726620197296143,72,778,3500,1,0,3363
DDInter718,Fenofibrate,DB01039,DDInter755,Fluorometholone,DB00324,Unknown,B_to_A,Fluorometholone,DB00324,2800,Fenofibrate,DB01039,3067,3.4216251373291016,56,778,3500,1,0,3363
DDInter1167,Methazolamide,DB00703,DDInter168,Beclomethasone dipropionate,DB00394,Moderate,B_to_A,Beclomethasone dipropionate,DB00394,2801,Methazolamide,DB00703,5575,1.8057875633239746,300,1142,3136,1,0,2998
DDInter1335,Omacetaxine mepesuccinate,DB04865,DDInter168,Beclomethasone dipropionate,DB00394,Moderate,B_to_A,Beclomethasone dipropionate,DB00394,2801,Omacetaxine mepesuccinate,DB04865,8669,0.15971197187900543,1405,1142,3136,1,0,2998
DDInter1399,Patiromer,DB09263,DDInter168,Beclomethasone dipropionate,DB00394,Moderate,B_to_A,Beclomethasone dipropionate,DB00394,2801,Patiromer,DB09263,10696,-2.05771541595459,3029,1142,3136,1,0,2998
DDInter15,Acetazolamide,DB00819,DDInter168,Beclomethasone dipropionate,DB00394,Moderate,B_to_A,Beclomethasone dipropionate,DB00394,2801,Acetazolamide,DB00819,4249,1.9618186950683594,230,1142,3136,1,0,2998
DDInter168,Beclomethasone dipropionate,DB00394,DDInter1830,Tolevamer,DB01344,Moderate,A_to_B,Beclomethasone dipropionate,DB00394,2801,Tolevamer,DB01344,10265,0.5841897130012512,1147,1142,3136,1,0,2998
DDInter168,Beclomethasone dipropionate,DB00394,DDInter1901,Upadacitinib,DB15091,Major,A_to_B,Beclomethasone dipropionate,DB00394,2801,Upadacitinib,DB15091,4052,0.12291201204061508,1427,1142,3136,1,0,2998
DDInter168,Beclomethasone dipropionate,DB00394,DDInter288,Capreomycin,DB00314,Moderate,A_to_B,Beclomethasone dipropionate,DB00394,2801,Capreomycin,DB00314,9211,1.8459126949310303,289,1142,3136,1,0,2998
DDInter168,Beclomethasone dipropionate,DB00394,DDInter507,Desmopressin,DB00035,Major,A_to_B,Beclomethasone dipropionate,DB00394,2801,Desmopressin,DB00035,3378,1.9778859615325928,221,1142,3136,1,0,2998
DDInter168,Beclomethasone dipropionate,DB00394,DDInter540,Diclofenamide,DB01144,Moderate,A_to_B,Beclomethasone dipropionate,DB00394,2801,Diclofenamide,DB01144,5578,1.4344737529754639,579,1142,3136,1,0,2998
DDInter168,Beclomethasone dipropionate,DB00394,DDInter776,Formoterol,DB00983,Minor,A_to_B,Beclomethasone dipropionate,DB00394,2801,Formoterol,DB00983,3055,4.365848064422607,7,1142,3136,1,0,2998
DDInter168,Beclomethasone dipropionate,DB00394,DDInter779,Foscarnet,DB00529,Moderate,A_to_B,Beclomethasone dipropionate,DB00394,2801,Foscarnet,DB00529,9010,2.6468780040740967,95,1142,3136,1,0,2998
DDInter1013,Labetalol,DB00598,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Labetalol,DB00598,2985,5.808738708496094,11,1392,2886,1,0,2750
DDInter1016,Lactitol,DB12942,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Lactitol,DB12942,9406,-1.0825462341308594,1738,1392,2886,1,0,2750
DDInter1018,Lactulose,DB00581,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Lactulose,DB00581,9255,0.19863206148147583,1216,1392,2886,1,0,2750
DDInter1026,Larotrectinib,DB14723,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Larotrectinib,DB14723,4528,1.6826115846633911,620,1392,2886,1,0,2750
DDInter1039,Letermovir,DB12070,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Letermovir,DB12070,3836,3.289889335632324,96,1392,2886,1,0,2750
DDInter1079,Lisinopril,DB00722,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Lisinopril,DB00722,5473,3.3498783111572266,88,1392,2886,1,0,2750
DDInter1095,Losartan,DB00678,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Losartan,DB00678,2998,5.738992214202881,12,1392,2886,1,0,2750
DDInter1101,Lumacaftor,DB09280,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Lumacaftor,DB09280,3210,2.3282113075256348,387,1392,2886,1,0,2750
DDInter1115,Magnesium citrate,DB11110,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Magnesium citrate,DB11110,9200,-0.4732367992401123,1486,1392,2886,1,0,2750
DDInter1120,Magnesium sulfate,DB00653,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Magnesium sulfate,DB00653,8952,1.2017762660980225,806,1392,2886,1,0,2750
DDInter1167,Methazolamide,DB00703,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Methazolamide,DB00703,5575,1.6782095432281494,625,1392,2886,1,0,2750
DDInter119,Armodafinil,DB06413,DDInter195,Betamethasone,DB00443,Minor,B_to_A,Betamethasone,DB00443,2802,Armodafinil,DB06413,3798,3.4540798664093018,80,1392,2886,1,0,2750
DDInter12,Acebutolol,DB01193,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Acebutolol,DB01193,3936,3.4945340156555176,74,1392,2886,1,0,2750
DDInter1223,Mineral oil,DB11057,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Mineral oil,DB11057,9773,-1.1015113592147827,1747,1392,2886,1,0,2750
DDInter1226,Minoxidil,DB00350,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Minoxidil,DB00350,4638,0.4144538342952728,1109,1392,2886,1,0,2750
DDInter1236,Modafinil,DB00745,DDInter195,Betamethasone,DB00443,Minor,B_to_A,Betamethasone,DB00443,2802,Modafinil,DB00745,3751,3.291508674621582,96,1392,2886,1,0,2750
DDInter1237,Moexipril,DB00691,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Moexipril,DB00691,5472,1.5023066997528076,681,1392,2886,1,0,2750
DDInter1255,Nadolol,DB01203,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Nadolol,DB01203,3365,4.424074172973633,30,1392,2886,1,0,2750
DDInter126,Asparaginase Erwinia chrysanthemi,DB08886,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Asparaginase Erwinia chrysanthemi,DB08886,3297,-1.4464800357818604,2154,1392,2886,1,0,2750
DDInter127,Asparaginase Escherichia coli,DB00023,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Asparaginase Escherichia coli,DB00023,3285,-1.0985612869262695,1746,1392,2886,1,0,2750
DDInter1271,Nebivolol,DB04861,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Nebivolol,DB04861,3152,4.379390716552734,31,1392,2886,1,0,2750
DDInter1276,Nelfinavir,DB00220,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Nelfinavir,DB00220,2917,4.714921951293945,28,1392,2886,1,0,2750
DDInter130,Atenolol,DB00335,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Atenolol,DB00335,2945,5.936186790466309,11,1392,2886,1,0,2750
DDInter1305,Nitroprusside,DB00325,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Nitroprusside,DB00325,4649,2.243485927581787,411,1392,2886,1,0,2750
DDInter1308,Nivolumab,DB09035,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Nivolumab,DB09035,8386,-1.3892171382904053,2071,1392,2886,1,0,2750
DDInter131,Atezolizumab,DB11595,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Atezolizumab,DB11595,8397,-1.3623864650726318,2025,1392,2886,1,0,2750
DDInter1330,Olmesartan,DB00275,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Olmesartan,DB00275,4992,1.375372290611267,725,1392,2886,1,0,2750
DDInter1335,Omacetaxine mepesuccinate,DB04865,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Omacetaxine mepesuccinate,DB04865,8669,0.20768138766288757,1209,1392,2886,1,0,2750
DDInter1360,Oxcarbazepine,DB00776,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Oxcarbazepine,DB00776,3017,2.215197801589966,420,1392,2886,1,0,2750
DDInter1399,Patiromer,DB09263,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Patiromer,DB09263,10696,-3.4136433601379395,2787,1392,2886,1,0,2750
DDInter1413,Pembrolizumab,DB09037,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Pembrolizumab,DB09037,8387,-1.3212037086486816,1969,1392,2886,1,0,2750
DDInter1417,Penbutolol,DB01359,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Penbutolol,DB01359,3330,2.402555227279663,346,1392,2886,1,0,2750
DDInter1423,Pentobarbital,DB00312,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Pentobarbital,DB00312,4213,3.8184003829956055,52,1392,2886,1,0,2750
DDInter1431,Perindopril,DB00790,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Perindopril,DB00790,3629,2.2948949337005615,399,1392,2886,1,0,2750
DDInter1443,Phenolphthalein,DB04824,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Phenolphthalein,DB04824,5160,-1.9373085498809814,2444,1392,2886,1,0,2750
DDInter1464,Picosulfuric acid,DB09268,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Picosulfuric acid,DB09268,9595,2.1278927326202393,455,1392,2886,1,0,2750
DDInter1471,Pindolol,DB00960,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Pindolol,DB00960,3916,1.8188786506652832,583,1392,2886,1,0,2750
DDInter15,Acetazolamide,DB00819,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Acetazolamide,DB00819,4249,3.9813013076782227,47,1392,2886,1,0,2750
DDInter1511,Prazosin,DB00457,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Prazosin,DB00457,3322,0.9263978004455566,929,1392,2886,1,0,2750
DDInter1521,Primidone,DB00794,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Primidone,DB00794,4094,5.105002403259277,23,1392,2886,1,0,2750
DDInter1554,Quinapril,DB00881,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Quinapril,DB00881,3038,3.5722007751464844,69,1392,2886,1,0,2750
DDInter156,Azilsartan medoxomil,DB08822,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Azilsartan medoxomil,DB08822,4997,0.9903517961502075,902,1392,2886,1,0,2750
DDInter1565,Ramipril,DB00178,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Ramipril,DB00178,3619,1.886492133140564,554,1392,2886,1,0,2750
DDInter1582,Reserpine,DB00206,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Reserpine,DB00206,3721,2.696826934814453,190,1392,2886,1,0,2750
DDInter1589,Rifabutin,DB00615,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Rifabutin,DB00615,4235,2.275965452194214,405,1392,2886,1,0,2750
DDInter1590,Rifampicin,DB01045,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Rifampicin,DB01045,3069,8.392387390136719,2,1392,2886,1,0,2750
DDInter1592,Rifapentine,DB01201,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Rifapentine,DB01201,4277,3.134403705596924,112,1392,2886,1,0,2750
DDInter1618,Romosozumab,DB11866,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Romosozumab,DB11866,8972,-1.3680168390274048,2029,1392,2886,1,0,2750
DDInter1626,Rucaparib,DB12332,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Rucaparib,DB12332,3840,3.8035292625427246,55,1392,2886,1,0,2750
DDInter1650,Secobarbital,DB00418,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Secobarbital,DB00418,4080,2.796543598175049,156,1392,2886,1,0,2750
DDInter1700,Somatrem,DB09098,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Somatrem,DB09098,5055,-2.6091809272766113,2557,1392,2886,1,0,2750
