DDInter_ID_A,Drug_A,DrugBank_ID_A,DDInter_ID_B,Drug_B,DrugBank_ID_B,severity,query_direction,query_drug,query_drugbank_id,query_node,target_drug,target_drugbank_id,target_node,raw_target_score,rank,number_filtered,available_candidates_after_filtering,target_tie_count,tied_competitor_count,unique_available_scores
DDInter1443,Phenolphthalein,DB04824,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Phenolphthalein,DB04824,5160,0.45143717527389526,560,1392,2886,1,0,2886
DDInter1464,Picosulfuric acid,DB09268,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Picosulfuric acid,DB09268,9595,1.1020264625549316,360,1392,2886,1,0,2886
DDInter1471,Pindolol,DB00960,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Pindolol,DB00960,3916,3.2575972080230713,100,1392,2886,1,0,2886
DDInter15,Acetazolamide,DB00819,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Acetazolamide,DB00819,4249,2.208207130432129,206,1392,2886,1,0,2886
DDInter1511,Prazosin,DB00457,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Prazosin,DB00457,3322,0.06085634231567383,707,1392,2886,1,0,2886
DDInter1521,Primidone,DB00794,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Primidone,DB00794,4094,3.510464668273926,75,1392,2886,1,0,2886
DDInter1554,Quinapril,DB00881,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Quinapril,DB00881,3038,0.009453296661376953,731,1392,2886,1,0,2886
DDInter156,Azilsartan medoxomil,DB08822,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Azilsartan medoxomil,DB08822,4997,0.04619741439819336,714,1392,2886,1,0,2886
DDInter1565,Ramipril,DB00178,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Ramipril,DB00178,3619,-1.4576053619384766,1412,1392,2886,1,0,2886
DDInter1582,Reserpine,DB00206,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Reserpine,DB00206,3721,1.4752508401870728,300,1392,2886,1,0,2886
DDInter1589,Rifabutin,DB00615,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Rifabutin,DB00615,4235,1.1274257898330688,356,1392,2886,1,0,2886
DDInter1590,Rifampicin,DB01045,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Rifampicin,DB01045,3069,2.851638078689575,137,1392,2886,1,0,2886
DDInter1592,Rifapentine,DB01201,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Rifapentine,DB01201,4277,1.2379735708236694,339,1392,2886,1,0,2886
DDInter1618,Romosozumab,DB11866,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Romosozumab,DB11866,8972,-6.912322998046875,2667,1392,2886,1,0,2886
DDInter1626,Rucaparib,DB12332,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Rucaparib,DB12332,3840,3.9426705837249756,50,1392,2886,1,0,2886
DDInter1650,Secobarbital,DB00418,DDInter195,Betamethasone,DB00443,Moderate,B_to_A,Betamethasone,DB00443,2802,Secobarbital,DB00418,4080,2.621422290802002,157,1392,2886,1,0,2886
